,Key,Count,Mean Score
0,TTR,100,0.12811727645864704
1,mean_sen_len,100,0.06273798866975322
2,DT,100,0.03546346657829776
3,the,100,0.0354687692183409
4,RB,100,0.0295880942281181
5,NNS,100,0.026518209870651045
6,is,92,0.021962916017628266
7,VBG,89,0.022596837325012133
8,lex_density,84,0.021932535118183834
11,NN,69,0.020716979484572184
12,JJ,34,0.020439480850884345
9,a,18,0.018990528438499885
10,we,5,0.018717906043578966
14,VBZ,3,0.018765385957285354
17,of,3,0.018503306779131933
13,VBP,1,0.01868626084723805
15,and,1,0.01710284949391464
16,was,1,0.01793420421755044
