,Key,Count,Mean Score
0,PRP,100,0.07595198221164957
1,of,100,0.06769820592017486
2,sentiment,100,0.0606621168994299
3,NN,100,0.053548714092874115
4,VB,100,0.05197826836393344
5,DT,99,0.03887083324562078
6,IN,96,0.03935545228046005
10,have,66,0.034748753583646666
8,to,59,0.03579587247148973
12,RB,36,0.03379900923702722
13,NNS,35,0.03267558071645084
9,the,35,0.032805135155327965
7,i,28,0.03154170480200605
11,mean_sen_len,28,0.03286265521330715
14,which,17,0.031876002626597275
15,VBD,1,0.029555681858184735
