,Key,Count,Mean Score
0,said,100,0.06157040215068861
1,VBD,100,0.056979785507453945
2,mean_sen_len,100,0.04029118247623335
3,and,100,0.04167169817037371
4,VBG,100,0.030534600993836678
5,sentiment,97,0.029624981311521758
7,has,94,0.025203499070062932
8,PRP$,89,0.025231106746461784
6,was,74,0.02262809173649841
11,been,37,0.021517138205669122
12,that,26,0.02010228362717745
10,but,25,0.022202859230133876
18,their,16,0.020840950274831387
15,our,12,0.02089465364396371
16,who,7,0.021438308737455187
17,with,6,0.021711768322712877
9,because,5,0.019870829603393154
14,at,4,0.017576282538255276
13,such,3,0.022617231873145637
19,these,3,0.020239073021171918
20,some,1,0.018865952095899544
21,NN,1,0.018837996158868275
