,Key,Count,Mean Score
0,TTR,100,0.05562131122358799
1,so,100,0.03927651953282307
8,or,77,0.026800301339595003
4,and,70,0.02372429548507707
5,but,68,0.023822547140149367
2,be,61,0.02442067459645731
15,have,55,0.02623604925940267
12,VBG,45,0.02237186521008387
11,RB,45,0.02143623437886771
7,it,43,0.023057323672357292
14,this,43,0.022708009174963836
3,in,39,0.022010291657751736
18,JJR,37,0.023097628476440764
10,VBD,36,0.023647396919732278
16,for,34,0.02180316691898246
9,with,33,0.022450006346713982
6,that,29,0.02252425527724654
20,as,19,0.02160642372192189
13,on,15,0.02214708076144654
23,not,9,0.021685148448961238
24,PRP$,8,0.021510589243319722
17,VBN,6,0.020241792875967158
21,a,6,0.020099844967697695
19,can,6,0.023127223008659648
25,to,5,0.020174325750928195
26,if,5,0.020040488668074383
22,do,3,0.01967137037845236
27,you,1,0.018470899643056173
28,an,1,0.01827523786242535
29,just,1,0.017178673277448715
