,Key,Count,Mean Score
0,TTR,100,0.12186176451308889
1,sentiment,99,0.030628916316725863
3,mean_sen_len,99,0.0256375432042772
2,is,97,0.029245634020210378
9,NNS,89,0.02517397413431026
11,VBZ,79,0.025240346321792586
7,and,76,0.02599985426805003
5,DT,59,0.023110507532909226
8,IN,49,0.022955662896197656
4,to,41,0.0254482056009864
10,VBG,39,0.02447164975492704
18,lex_density,33,0.02277751047387052
16,the,33,0.023262125830138602
6,NN,30,0.022591921097819892
17,in,23,0.02453603471759507
19,PRP,18,0.02319804492709064
13,a,12,0.024141717267313467
15,with,9,0.023410668353323283
12,it,5,0.02362410074270757
21,VBN,5,0.02309723642722727
14,JJ,2,0.023041991544271757
22,on,2,0.023108482170161742
20,or,1,0.021794630910412983
