,Key,Count,Mean Score
0,mean_sen_len,100,0.11539171661842282
1,or,100,0.05467950394285274
2,this,100,0.05465858435583492
3,with,95,0.04100377676853036
8,you,92,0.030897092699047366
5,that,79,0.0341960326601687
6,VBP,76,0.036250421532481834
4,VBD,68,0.03416103410805724
12,from,49,0.03128718828190034
11,what,48,0.03259098493006229
10,have,41,0.03370934054541024
13,because,33,0.03099138083296315
7,but,33,0.02925275698372983
9,about,20,0.029332530696748054
19,if,17,0.028389211310172177
17,is,12,0.02828206770345292
20,an,10,0.02948951250482504
14,when,9,0.031168804397301478
18,of,9,0.030385324746121285
16,as,4,0.028590517563009808
15,so,2,0.031047391689945365
21,on,2,0.025576714764400356
22,for,1,0.026636640701443025
