,Key,Count,Mean Score
0,PRP,100,0.0750796366836958
1,sentiment,100,0.059103075909532954
2,of,100,0.06650515898818553
3,VB,100,0.05280934192221573
4,NN,100,0.053042181117099005
5,DT,96,0.03808319704782066
10,IN,94,0.039260606381624354
9,have,60,0.03486132981495348
6,to,59,0.03536575966754759
7,NNS,40,0.03456700424974638
8,the,36,0.03266219152456093
14,i,35,0.032089027109321454
13,RB,33,0.03303226018616145
11,mean_sen_len,25,0.03211382139776662
12,which,21,0.03329767481160028
15,had,1,0.03007837781395504
