,Key,Count,Mean Score
0,TTR,100,0.10001272818739151
1,mean_sen_len,100,0.04677141371276077
2,RB,100,0.031583759488912684
3,and,100,0.03384054746781656
4,NN,100,0.02563465302601559
5,has,84,0.02420201233492411
7,NNS,82,0.022663022143795
8,a,59,0.022409360294139355
6,IN,48,0.020952913279424737
15,VBG,26,0.021679024039092172
13,PRP,25,0.02123853414805938
9,lex_density,21,0.020434061219771534
14,is,21,0.021444178357877316
22,are,19,0.021297648115466517
11,VB,18,0.020867443195665917
10,VBP,16,0.02101891600332576
19,VBZ,15,0.020022739754190222
17,JJ,15,0.020266488952685475
16,it,15,0.02221995452862661
24,VBN,9,0.021126265289940993
20,JJR,6,0.020409351830801736
12,to,4,0.02125898028847511
27,for,4,0.021305270648259128
25,of,3,0.022696844781064745
26,the,3,0.019217187283806805
23,sentiment,3,0.018901145427259108
18,with,2,0.02030381421607781
21,be,2,0.020851185032855084
