,Key,Count,Mean Score
0,TTR,100,0.08694741879152085
1,mean_sen_len,100,0.061483466734181605
2,or,100,0.05230184679280305
3,this,100,0.04159066417442876
4,the,100,0.04254743730554835
6,on,99,0.029861877693342972
5,an,95,0.031652247307005624
8,a,89,0.02376885280477137
10,DT,55,0.023634610893706054
7,we,45,0.021266254022561933
15,PRP$,26,0.023918765629958174
17,at,22,0.021196906419694215
12,from,17,0.022016280558195468
14,and,17,0.02125146790577879
11,is,11,0.020163061543977623
9,as,10,0.020007352658507855
13,that,8,0.019904300164069143
16,you,3,0.0207497592273668
18,which,1,0.02295473792103332
19,when,1,0.020003215864280652
20,by,1,0.020827929711107876
