,Key,Count,Mean Score
0,mean_sen_len,100,0.11925145514362022
1,TTR,100,0.08247437591580031
2,said,100,0.04313224236598816
3,VBD,100,0.04223221077324272
4,VBG,100,0.031171185075667903
5,not,100,0.027976794826470645
6,a,99,0.022706354968463557
7,sentiment,90,0.02088353256947515
12,the,54,0.018951436906930064
10,but,49,0.019998258869591903
11,was,30,0.01926885925058041
9,has,29,0.018070276412662428
8,DT,28,0.018054734367828642
13,that,15,0.01752291707787721
14,do,2,0.017777480967811236
16,PRP,2,0.017375739384846066
15,PRP$,1,0.017517762101156947
17,had,1,0.017111175146214606
