,Key,Count,Mean Score
0,TTR,100,0.07958508865103117
1,this,100,0.034248504795084206
2,sentiment,100,0.03437468430614685
4,mean_sen_len,93,0.020433007295303073
7,IN,91,0.019386847259545162
5,and,76,0.0188890029978733
10,RB,72,0.018885985841684227
12,we,50,0.018355987264519678
6,DT,47,0.01769917151201114
3,has,40,0.01890284954735113
13,PRP,30,0.01768430109886461
21,VBN,29,0.01713363283443317
16,these,25,0.018294252281598172
24,the,20,0.01736166516976046
17,of,18,0.017456395959930444
15,a,13,0.01708023432250519
25,VBP,13,0.017247643356532224
22,VBZ,13,0.01684559326962298
19,for,11,0.01721129687295083
11,was,9,0.018409207616326022
14,JJ,8,0.01677714766552007
23,on,8,0.018083964004496193
20,with,6,0.01730565203231008
9,in,6,0.016738978491407777
28,to,5,0.01640507888795671
26,VB,5,0.017278777214527134
8,that,3,0.01709949362182624
18,is,2,0.01690140321644288
27,been,2,0.01939467934345423
29,lex_density,2,0.01648925269178092
30,VBG,2,0.016637422050853112
31,by,1,0.01623302425564296
