,Key,Count,Mean Score
0,TTR,300,0.20273537657302326
1,the,300,0.09618718546571792
2,DT,300,0.06651653076060061
3,a,300,0.04494404341198569
4,mean_sen_len,300,0.03699976991354717
5,and,300,0.030905182204007123
6,RB,300,0.025909303369249317
7,in,298,0.02503092908696786
8,VBG,296,0.019146007623511752
9,said,213,0.01679598687443304
10,or,42,0.01579907130930496
11,IN,13,0.01460355102215103
13,was,12,0.014613499504086797
12,of,10,0.014429502696383526
14,an,7,0.014177880168024053
18,lex_density,4,0.015129262931292508
17,is,2,0.015987532520891974
15,before,1,0.01392215932716035
16,as,1,0.014681826589253724
19,to,1,0.015264953395255902
