,Key,Count,Mean Score
0,TTR,100,0.132036677868729
1,mean_sen_len,100,0.05380434128555674
2,lex_density,100,0.02661222627080763
5,DT,96,0.02076529395822012
7,JJ,96,0.022152456298982628
6,the,83,0.01982189897168326
13,PRP,81,0.01978642904850839
12,a,66,0.019286210983461834
4,VBZ,66,0.018905682536822295
8,and,55,0.0190158572893916
10,VBN,39,0.01803935780814648
9,NN,29,0.017997927734192554
14,VBD,23,0.018838987987940613
3,has,22,0.018761678421146327
11,is,13,0.018716065316465542
15,RB,13,0.01787839424508774
16,sentiment,8,0.0175619036529174
17,in,8,0.017106854360178204
18,both,1,0.016350713218040026
19,during,1,0.017008597496524024
