,Key,Count,Mean Score
0,TTR,300,0.04750136758119552
1,i,300,0.047665591050601
2,VBD,298,0.030387881638183102
4,but,296,0.029257352318058257
3,just,289,0.027123000648364096
5,mean_sen_len,275,0.023213553485720455
7,you,262,0.0234865898684318
8,RB,259,0.023493620892126314
6,sentiment,256,0.02326248711806457
10,there,167,0.02211605904613189
9,VB,106,0.02034100709842957
11,not,68,0.021098339863937606
12,and,53,0.019851422268192757
13,NNS,40,0.019523131564073662
14,do,10,0.020624485038914307
15,can,6,0.01901617013983793
17,at,4,0.0188238435840328
19,NN,3,0.017286619523387853
23,PRP,2,0.018804831074062903
16,what,1,0.01977230826646106
18,on,1,0.019091407277546497
20,lex_density,1,0.018396034851387733
21,if,1,0.016755728961477243
22,only,1,0.021444450699515047
24,have,1,0.021998569999011716
