,Key,Count,Mean Score
0,i,300,0.09769483292825247
2,my,300,0.03654630051280722
1,do,299,0.03688489711447305
3,VBD,287,0.030977704673097836
4,any,273,0.027712859328779035
5,see,251,0.023502503169653792
7,just,233,0.024368487248786496
8,we,215,0.02294948196239973
6,but,203,0.0232117999626984
10,through,179,0.022212838330717938
11,PRP$,105,0.02147035912170009
9,not,79,0.020980047061621713
16,our,74,0.02109500780413803
14,from,64,0.021419890525660984
17,your,25,0.020464536351707897
13,you,24,0.020267762724478066
15,TTR,21,0.01896713149868801
20,yourself,17,0.019727080027132277
19,or,12,0.0213842691778275
21,VBP,11,0.019465674285062507
22,sentiment,10,0.017521820309713207
18,about,6,0.01854730598791876
12,me,5,0.018535102711817308
23,than,4,0.02077360608405532
24,have,3,0.021277671682647274
