,Key,Count,Mean Score
0,of,100,0.06782934424459441
1,PRP,100,0.07567744484030008
2,sentiment,100,0.059479314179161163
3,NN,100,0.053274641805578796
5,VB,100,0.05181282615428794
4,IN,97,0.039124957125802766
8,DT,97,0.03859537399449776
10,to,57,0.036261416235765405
11,have,56,0.035879920062401156
13,NNS,43,0.03320305425696968
7,the,39,0.033175407819274576
6,RB,34,0.03376928415977698
9,mean_sen_len,30,0.032660890072767255
12,i,28,0.032616354388607285
14,which,19,0.032507760777035835
