,Key,Count,Mean Score
0,TTR,100,0.08752120700291224
1,of,100,0.0727106318981186
2,the,100,0.061282334398492865
3,to,100,0.04066560826092741
4,a,100,0.04738329606217331
5,RB,100,0.03338913171342445
6,and,100,0.03181413853259391
7,DT,98,0.02680155409402761
9,is,65,0.022059983896276184
8,from,61,0.02270469418211814
10,with,31,0.022372524580276394
12,VB,25,0.020121658315315885
11,VBG,14,0.020737048100535855
16,lex_density,2,0.02116974026955691
15,because,2,0.0213796084064063
14,NNS,1,0.018151715697509938
13,in,1,0.022516554025734176
