,Key,Count,Mean Score
0,PRP,100,0.07598255272677594
1,of,100,0.06754150446617901
2,sentiment,100,0.05866269872014325
3,VB,100,0.052254708864985566
4,NN,100,0.052952638736345696
5,DT,96,0.03854404981603373
6,IN,94,0.03878012658015925
11,have,62,0.03591960432923385
7,to,50,0.035486257667346
10,NNS,44,0.033374975719356464
8,the,37,0.03262201168531536
13,RB,36,0.03258873234786783
12,mean_sen_len,34,0.03204040629249863
14,i,28,0.031918896802505044
9,which,19,0.032442039170205814
