,Key,Count,Mean Score
4,this,292,0.04148265372421617
1,to,269,0.03713926687601729
3,in,260,0.0388737988701441
0,of,239,0.036937054927545704
11,or,224,0.038958611220160075
15,TTR,197,0.03304847750414173
5,and,186,0.03462170225632331
10,with,164,0.03620963664515279
9,VBN,154,0.034445336278651754
18,on,141,0.03559963350638617
14,is,124,0.03252162150838442
8,mean_sen_len,123,0.03156711113375157
13,it,113,0.03366126568351774
12,for,107,0.031522047628734874
6,as,104,0.03243987493156207
7,i,77,0.03127583410337555
2,from,64,0.03166814116200434
20,that,58,0.031168862508343873
16,not,27,0.03228407128133686
17,so,25,0.030838270559095094
22,VBD,23,0.030242691046275184
19,a,19,0.030167893872871034
21,an,8,0.031080589606864058
23,but,1,0.028071396033940658
24,they,1,0.025920755163199465
