,Key,Count,Mean Score
0,mean_sen_len,300,0.040452687338707445
2,a,300,0.032748941447652315
1,RB,299,0.03323367055333738
5,to,298,0.030920942388656513
3,was,282,0.03105542295386986
6,VB,259,0.02730740710259511
8,TTR,222,0.025977327758578864
11,and,200,0.027321826484494507
12,PRP,170,0.025962595993445442
10,VBG,155,0.02729403752379927
7,NN,129,0.025135698316285652
15,of,75,0.026350699116058172
14,VBD,65,0.024721310233151505
9,sentiment,62,0.024282498035097067
4,VBN,59,0.02631202443910465
18,JJ,48,0.02481103189141987
13,in,25,0.025827578986898102
16,DT,12,0.02441128364818297
21,had,10,0.025787578082061936
24,IN,9,0.02380686252962004
17,PRP$,5,0.024664341290260017
22,lex_density,5,0.023631482824727407
20,on,3,0.025266318772000265
19,with,3,0.024277059128440182
23,for,2,0.024269721570749952
25,NNS,2,0.025237709188123833
26,the,1,0.023736059694797848
