,Key,Count,Mean Score
0,have,300,0.05317020636470652
1,said,300,0.048930258283150604
5,PRP$,293,0.03962649769089025
2,for,278,0.03458369349045343
4,with,273,0.0345713269110276
9,VBP,251,0.03228274552234848
10,on,232,0.032270093474599554
15,be,218,0.03161908512720699
6,we,208,0.02941132061124763
3,it,184,0.029337053674035277
7,is,82,0.027568593929713302
19,and,69,0.026698274347830984
11,but,59,0.026951812143216975
12,mean_sen_len,48,0.025017489703750607
14,that,46,0.026190479414134264
22,this,25,0.026521803202332647
20,an,25,0.026661178625897765
21,not,24,0.027049670979857176
17,from,21,0.02632869541545745
13,VBG,19,0.026155656992249286
23,at,18,0.0268756314002475
16,JJR,7,0.025089462304515257
18,as,6,0.025724375657809415
8,RB,4,0.02554045683319843
27,to,4,0.02359977816149008
26,by,4,0.025191326501913403
25,VBZ,1,0.020519305764561624
24,PRP,1,0.021022158281988914
