,Key,Count,Mean Score
0,PRP,100,0.07517862631162939
1,of,100,0.06722211845345581
2,VB,100,0.05167723215224982
3,NN,100,0.05325673583317978
4,sentiment,100,0.05982827799869668
7,IN,97,0.039427364343646056
8,DT,94,0.03816046859855481
6,have,62,0.03551639700681023
9,to,53,0.0354048682942629
10,NNS,51,0.034591406384688037
12,the,45,0.032474669294499055
11,RB,29,0.03407549616984583
5,i,28,0.03305921611030059
14,mean_sen_len,22,0.032923115679386106
13,which,16,0.03241807327587971
15,a,1,0.029305789318182826
16,VBD,1,0.02798747893863664
17,had,1,0.02874769096760378
