,Key,Count,Mean Score
0,TTR,300,0.15782118301224932
1,mean_sen_len,300,0.041435188707338914
5,sentiment,300,0.025424707461658695
3,JJ,296,0.025659405904942558
4,NN,278,0.023886943128758668
2,a,273,0.026161068109043558
9,DT,270,0.02400648771366029
7,lex_density,243,0.0232213656051304
12,NNS,213,0.023302713650225564
11,IN,203,0.0231278426484677
10,and,171,0.023879342826811086
13,the,56,0.022733464751040305
8,VBZ,34,0.02347654864456308
14,VBP,32,0.022994425368680523
6,VB,11,0.022337913607151916
15,RB,11,0.022132932411581388
16,to,6,0.022520019359050528
17,PRP,3,0.02211220277276321
