,Key,Count,Mean Score
0,PRP,100,0.0760438901155126
1,of,100,0.06810789570266064
2,sentiment,100,0.060880785297616084
3,NN,100,0.053636616109879805
4,VB,100,0.05150036737466392
7,IN,96,0.038504835890888815
6,DT,95,0.038310127196467675
11,have,67,0.035389911765661926
5,to,51,0.03647458348974287
8,NNS,42,0.033776951256003315
13,RB,40,0.03186097016497048
15,the,34,0.03254060771977418
12,mean_sen_len,29,0.03209199693080126
9,i,28,0.03141030063407603
10,which,16,0.03274527190523134
14,a,2,0.02748979478074436
