accuracy,Overall F1,Overall Precision,Overall Recall,Authentic F1,Authentic Precision,Authentic Recall,Synthetic F1,Synthetic Precision,Synthetic Recall,authentic_mislabeled,synthetic_mislabeled,top_10_features
0.9335106382978723,0.933453683055467,0.9349998580472986,0.9335106382978723,0.9354,1,0.9627659574468085,0.9315068493150684,0.96045197740113,0.9042553191489362,"[1265519, 1209981, 1150629, 1265442, 1208779, 1151634, 1209300]","[1067098, 1239757, 1066667, 1239714, 1067296, 1066741, 1066700, 1066724, 1239736, 1066784, 1067216, 1182818, 1067043, 1067051, 1066823, 1067082, 1239754, 1067248]","{'TTR': 0.15882585246407963, 'or': 0.05248433907121433, 'and': 0.030946492128696615, 'mean_sen_len': 0.025889561797518775, 'we': 0.02483258300161968, 'an': 0.0211774839489331, 'be': 0.015261819094507053, 'the': 0.014330639292860721, 'can': 0.014263697336180896, 'some': 0.01407245708369149}"
0.9361702127659575,0.9361539550021225,0.9366149314602924,0.9361702127659575,0.93514,1,0.9202127659574468,0.93717277486911,0.9226804123711341,0.9521276595744681,"[1209328, 1209704, 1152152, 1265422, 1151192, 1153296, 1152644, 1267052, 1210224, 1210347, 1209059, 1153351, 1210505, 841955, 1209271]","[1066689, 1067077, 1067291, 1066606, 1067248, 1066782, 1067216, 1067116, 1067047]","{'TTR': 0.18174152089695306, 'or': 0.04863717133977123, 'and': 0.031047669799567804, 'we': 0.025182476818815965, 'mean_sen_len': 0.019459380147169966, 'an': 0.018989751073826413, 'one': 0.016714494050499015, 'it': 0.01567385668050049, 'be': 0.0156235236024405, 'some': 0.01357566596598984}"
0.9175531914893617,0.917552608311229,0.9175650058002999,0.9175531914893617,0.91733,1,0.9148936170212766,0.9177718832891246,0.9153439153439153,0.9202127659574468,"[1210224, 1209488, 1210953, 1266495, 842050, 1152343, 1267190, 1265739, 1152896, 1267635, 1153280, 1150698, 1266820, 1151098, 1208600, 1209576]","[1066934, 1066808, 1067256, 1066700, 1182876, 1239685, 1066745, 1066664, 1239737, 1239761, 1182838, 1066633, 1239736, 1182819, 1066866]","{'TTR': 0.1807012320534284, 'or': 0.047604972933000186, 'and': 0.02794708112925593, 'we': 0.027868163245527114, 'such': 0.020039343549433167, 'mean_sen_len': 0.019824225235475196, 'the': 0.016989156030892943, 'one': 0.016468900544160843, 'there': 0.013868966972262788, 'is': 0.013435010280634254}"
0.9308510638297872,0.9308491073196955,0.9308998302207131,0.9308510638297872,0.93048,1,0.925531914893617,0.9312169312169312,0.9263157894736842,0.9361702127659575,"[1208685, 1151835, 1209390, 1209189, 1152249, 1265608, 1265594, 1266222, 1267446, 1210272, 1210732, 1209934, 1267162, 1210764]","[1066680, 1066919, 1239742, 1066925, 1067296, 1067047, 1066596, 1067278, 1066745, 1239737, 1066881, 1182838]","{'TTR': 0.17214825350388516, 'or': 0.03877189646612841, 'and': 0.03454361245732633, 'mean_sen_len': 0.02602480838809763, 'we': 0.022347476779206978, 'the': 0.02121269527255422, 'it': 0.015814319393299497, 'an': 0.015080422039812896, 'one': 0.014891490116718446, 'they': 0.01356601195945286}"
0.9335106382978723,0.933498878677901,0.9338174920014723,0.9335106382978723,0.93438,1,0.9468085106382979,0.9326145552560647,0.9453551912568307,0.9202127659574468,"[1151664, 841758, 1152680, 1266981, 1266824, 1266508, 1152507, 1150966, 1153861, 1265419]","[1067248, 1067223, 1067125, 1066808, 1067278, 1067296, 1066606, 1067100, 1066700, 1066663, 1066689, 1067302, 1067045, 1067047, 1067236]","{'TTR': 0.16807614766817647, 'or': 0.04680261460582273, 'and': 0.032560896721837124, 'we': 0.028622630910215056, 'mean_sen_len': 0.025490054471789016, 'one': 0.019370444735487168, 'such': 0.01838584460955085, 'have': 0.01785512695643983, 'they': 0.01695403599953295, 'the': 0.01678494472309787}"
0.9148936170212766,0.9148719400028301,0.9153166421207659,0.9148936170212766,0.91351,1,0.898936170212766,0.9162303664921466,0.9020618556701031,0.9308510638297872,"[1209559, 1267561, 1151835, 1266763, 1266005, 1151355, 1152635, 1152940, 1209787, 1152626, 841549, 1209485, 1151981, 1209569, 1153376, 1152417, 1154967, 1266756, 1266861]","[1066680, 1067249, 1067256, 1066638, 1239754, 1067082, 1066596, 1066987, 1067017, 1182819, 1066872, 1067153, 1066823]","{'TTR': 0.17210659623411623, 'or': 0.049764949895231086, 'and': 0.032504083347006524, 'mean_sen_len': 0.02360417993162016, 'we': 0.021937002466792796, 'be': 0.020919391083905555, 'for': 0.01744483584286213, 'have': 0.016026338961244942, 'the': 0.014522867374994254, 'an': 0.014277358776379794}"
0.9414893617021277,0.9414877061935886,0.9415393322014715,0.9414893617021277,0.94118,1,0.9361702127659575,0.9417989417989417,0.9368421052631579,0.9468085106382979,"[1151216, 842140, 1266489, 1265461, 1267600, 1209569, 1151877, 1265790, 1209706, 1153935, 1150864, 1267005]","[1066919, 1182838, 1067088, 1066808, 1067233, 1066663, 1239737, 1066745, 1066690, 1066866]","{'TTR': 0.18075833512940476, 'or': 0.05005332543981678, 'and': 0.033842449944990506, 'we': 0.02515765788656799, 'the': 0.02157814990190357, 'mean_sen_len': 0.02118045232515986, 'an': 0.018199366366731636, 'be': 0.016021155359834335, 'there': 0.01469734612430178, 'it': 0.014694535940983513}"
0.9095744680851063,0.9095335144927537,0.9103174603174604,0.9095744680851063,0.91146,1,0.9308510638297872,0.907608695652174,0.9277777777777778,0.8882978723404256,"[842131, 1210072, 1150930, 1209614, 1152428, 1209084, 1266819, 1267446, 1208719, 1153984, 1151010, 1211755, 1150807]","[1067222, 1066741, 1182824, 1066938, 1067051, 1066813, 1067045, 1239757, 1067017, 1066981, 1067250, 1066695, 1067077, 1182843, 1067248, 1239774, 1067249, 1066799, 1182876, 1239714, 1066638]","{'TTR': 0.16978668849808298, 'or': 0.04813518420718883, 'and': 0.03405806466516951, 'we': 0.02183298653688944, 'the': 0.020609369950862055, 'mean_sen_len': 0.01847363368358036, 'be': 0.017722949144647584, 'for': 0.016930199882366756, 'will': 0.015327257149091849, 'there': 0.015182033082418637}"
0.9468085106382979,0.9468085106382979,0.9468085106382979,0.9468085106382979,0.94681,1,0.9468085106382979,0.9468085106382979,0.9468085106382979,0.9468085106382979,"[1208615, 1209990, 1267162, 1266361, 841839, 1266776, 1265418, 841596, 842008, 1266853]","[1067047, 1067280, 1067051, 1066819, 1066724, 1066625, 1066741, 1067302, 1066700, 1067223]","{'TTR': 0.16404575883407732, 'or': 0.045190338767338564, 'and': 0.03365056411570351, 'mean_sen_len': 0.024360213506606745, 'we': 0.024316731041273954, 'be': 0.023014884352198284, 'there': 0.02152898352196599, 'an': 0.021361075351717915, 'the': 0.018108779773373256, 'for': 0.013933752903835023}"
0.9441489361702128,0.9441390580894369,0.9444633200260483,0.9441489361702128,0.94488,1,0.9574468085106383,0.9433962264150944,0.9562841530054644,0.9308510638297872,"[1152772, 1265558, 841683, 842095, 1266608, 1209981, 1154174, 1151237]","[1066862, 1067280, 1066954, 1066902, 1067223, 1067275, 1066680, 1067293, 1182813, 1067088, 1066843, 1066686, 1067057]","{'TTR': 0.16487847836354608, 'or': 0.05200828209954361, 'we': 0.03288343370401182, 'and': 0.029939904106490566, 'mean_sen_len': 0.022099548638741133, 'an': 0.01964711830060047, 'the': 0.017689619668827237, 'for': 0.015267868580660492, 'be': 0.014764488950768458, 'their': 0.014686062174499637}"
