model,domain,mean,min,max,std
t0_3b_random,MAGE_eli5,0.8654358974358974,0.7974358974358975,0.9051282051282052,0.016578122638393658
text-davinci-002_random_forest,MAGE_eli5,0.7772791666666666,0.7225,0.825,0.01811070631559469
text-davinci-003_random_forest,MAGE_eli5,0.8330083333333334,0.78,0.8775,0.016098695305022975
13B_random_forest,MAGE_hswag,0.9618213058419244,0.9381443298969072,0.981958762886598,0.008257903441818336
30B_random_forest,MAGE_hswag,0.9518405428329092,0.9236641221374046,0.979643765903308,0.010351509129267326
65B_random_forest,MAGE_hswag,0.9577523324851569,0.926208651399491,0.9821882951653944,0.009930215488081151
7B_random_forest,MAGE_hswag,0.9636096718480138,0.9352331606217616,0.9870466321243524,0.009020941612646641
bloom_7b_random,MAGE_hswag,0.9786503623188406,0.9565217391304348,0.9972826086956522,0.006326830703506861
flan_t5_base,MAGE_hswag,0.7279596977329975,0.6624685138539043,0.7959697732997482,0.021776758274862616
flan_t5_large,MAGE_hswag,0.735062656641604,0.6766917293233082,0.8045112781954887,0.0225800209464183
flan_t5_small,MAGE_hswag,0.7688047138047138,0.7121212121212122,0.8358585858585859,0.02151099621893916
flan_t5_xl,MAGE_hswag,0.7611688311688312,0.6961038961038961,0.8155844155844156,0.022417424859326424
flan_t5_xxl,MAGE_hswag,0.8498900169204737,0.8045685279187818,0.8934010152284264,0.017484031437589465
GLM130B_random_forest,MAGE_hswag,0.9743675213675214,0.9487179487179488,0.9897435897435898,0.006886912033712564
gpt-3.5-turbo_random_forest,MAGE_hswag,0.876075,0.8125,0.9275,0.01673840261415582
gpt_j_random,MAGE_hswag,0.9706800766283525,0.9396551724137931,0.9913793103448276,0.00837961177850014
gpt_neox_random,MAGE_hswag,0.9371929824561404,0.8984962406015038,0.981203007518797,0.014477372707120514
opt_1.3b_random,MAGE_hswag,0.9615752828546562,0.9347258485639688,0.9817232375979112,0.009299343336444736
opt_125m_random,MAGE_hswag,0.9545326278659612,0.9232804232804231,0.9788359788359788,0.009895663411896351
opt_13b_random,MAGE_hswag,0.9416279069767441,0.9102990033222592,0.973421926910299,0.01203166361054637
opt_2.7b_random,MAGE_hswag,0.9488888888888889,0.912,0.984,0.011610082028437546
opt_30b_random,MAGE_hswag,0.9446778711484594,0.9131652661064426,0.9719887955182072,0.010015110246825807
opt_350m_random,MAGE_hswag,0.9500574712643679,0.913793103448276,0.9798850574712644,0.011439679387137193
opt_6.7b_random,MAGE_hswag,0.9506521739130435,0.9184782608695652,0.9782608695652174,0.011163592636674996
opt_iml_30b,MAGE_hswag,0.9397294938917976,0.9109947643979056,0.9685863874345548,0.011564194689551192
opt_iml_max,MAGE_hswag,0.9219293712316968,0.8785529715762274,0.9638242894056848,0.012627375333748348
t0_11b_random,MAGE_hswag,0.7628595600676819,0.7157360406091371,0.8121827411167513,0.018940744176318816
t0_3b_random,MAGE_hswag,0.7444277360066833,0.6842105263157895,0.8020050125313283,0.02155960851181234
text-davinci-002_random_forest,MAGE_hswag,0.8087708333333333,0.7425,0.86,0.017458879763055383
text-davinci-003_random_forest,MAGE_hswag,0.8066333333333333,0.7475,0.8625,0.019416093096346017
13B_random_forest,MAGE_roct,0.9489478114478115,0.9166666666666666,0.9772727272727272,0.009604131367792163
30B_random_forest,MAGE_roct,0.9469627749576989,0.9213197969543148,0.9746192893401016,0.009976532337480755
65B_random_forest,MAGE_roct,0.9567341772151898,0.9265822784810128,0.9772151898734176,0.009244150498157709
7B_random_forest,MAGE_roct,0.9730710659898477,0.949238578680203,0.9873096446700508,0.007600576893482453
bloom_7b_random,MAGE_roct,0.9763471502590674,0.9533678756476685,0.9974093264248703,0.007586302974528345
flan_t5_base,MAGE_roct,0.8008270676691729,0.7568922305764411,0.8596491228070176,0.018923961307249305
flan_t5_large,MAGE_roct,0.7597008547008547,0.7051282051282052,0.8128205128205128,0.01958211289309154
flan_t5_small,MAGE_roct,0.793537936913896,0.7365728900255755,0.8439897698209718,0.019368195122724783
flan_t5_xl,MAGE_roct,0.7252441077441077,0.6565656565656566,0.7828282828282829,0.021284367771805666
flan_t5_xxl,MAGE_roct,0.829587542087542,0.7803030303030303,0.8787878787878788,0.01685149540351766
GLM130B_random_forest,MAGE_roct,0.9784090909090909,0.9595959595959596,0.9924242424242424,0.0058456708767490725
gpt-3.5-turbo_random_forest,MAGE_roct,0.9609,0.9225,0.985,0.0084118486270507
gpt_j_random,MAGE_roct,0.9874451097804391,0.9670658682634732,1.0,0.005744728643405905
gpt_neox_random,MAGE_roct,0.9605228758169935,0.934640522875817,0.9869281045751634,0.00942324600938578
opt_1.3b_random,MAGE_roct,0.9674404761904762,0.9438775510204082,0.9923469387755102,0.008459744197184224
opt_125m_random,MAGE_roct,0.966900269541779,0.9380053908355797,0.9838274932614556,0.008118462118429799
opt_13b_random,MAGE_roct,0.9551619047619048,0.92,0.98,0.009554668908449042
opt_2.7b_random,MAGE_roct,0.9661819727891157,0.9413265306122448,0.9948979591836736,0.008926726735277595
opt_30b_random,MAGE_roct,0.9677280701754386,0.9315789473684212,0.9894736842105264,0.008827170135836174
opt_350m_random,MAGE_roct,0.9778952122854562,0.9539295392953928,0.994579945799458,0.006502925692192956
opt_6.7b_random,MAGE_roct,0.9586879432624114,0.9308510638297872,0.9813829787234044,0.00988522675450323
opt_iml_30b,MAGE_roct,0.9338547008547009,0.8948717948717949,0.9666666666666668,0.011986963757843718
opt_iml_max,MAGE_roct,0.9130134680134679,0.8787878787878788,0.946969696969697,0.012990216357223174
t0_11b_random,MAGE_roct,0.7696043771043771,0.7121212121212122,0.8308080808080808,0.021112730608808746
t0_3b_random,MAGE_roct,0.7752236286919831,0.7139240506329114,0.8227848101265823,0.02033678741535667
text-davinci-002_random_forest,MAGE_roct,0.8616333333333334,0.8175,0.895,0.01465991755882894
text-davinci-003_random_forest,MAGE_roct,0.9106916666666667,0.8725,0.945,0.013170985031927564
gen_13B_random,MAGE_sci,0.7962290502793297,0.7430167597765364,0.8547486033519553,0.019901794158885606
gen_30B_random,MAGE_sci,0.7596354166666667,0.6901041666666666,0.8151041666666666,0.022407456603726405
gen_65B_random,MAGE_sci,0.7407936507936508,0.6693121693121693,0.798941798941799,0.022217186812323413
gen_7B_random,MAGE_sci,0.8157207207207208,0.7594594594594595,0.8621621621621621,0.019606266673345217
gen_bloom_7b,MAGE_sci,0.9784519774011299,0.952542372881356,0.9966101694915256,0.008319161440066208
gen_flan_t5,MAGE_sci,0.9469243986254295,0.9123711340206184,0.9742268041237112,0.011449141338280686
gen_flan_t5,MAGE_sci,0.9403046127067015,0.9060052219321147,0.9712793733681462,0.011972947057252175
gen_flan_t5,MAGE_sci,0.9698277347114556,0.9405684754521964,0.992248062015504,0.008669360366978624
gen_flan_t5,MAGE_sci,0.941168582375479,0.9080459770114944,0.971264367816092,0.012124244672988914
gen_flan_t5,MAGE_sci,0.9422105263157895,0.9052631578947368,0.9736842105263158,0.011465252889852572
gen_GLM130B_random,MAGE_sci,0.8630104166666667,0.803125,0.90625,0.01780927868933787
gen_gpt-3.5-turbo_random,MAGE_sci,0.8727962489343564,0.8209718670076727,0.9207161125319692,0.016767809439985834
gen_gpt_j,MAGE_sci,0.9667767295597484,0.9245283018867924,0.9952830188679244,0.012632379293684538
gen_gpt_neox,MAGE_sci,0.9847058823529412,0.9477124183006536,1.0,0.010263629875491953
gen_opt_1.3b,MAGE_sci,0.9345521698984303,0.8947368421052632,0.9667590027700832,0.013349589066054796
gen_opt_125m,MAGE_sci,0.916792270531401,0.8782608695652174,0.9594202898550724,0.014353640582529015
gen_opt_13b,MAGE_sci,0.9815222222222222,0.9566666666666668,1.0,0.007136292394798581
gen_opt_2.7b,MAGE_sci,0.9686064030131827,0.943502824858757,0.9943502824858758,0.009648471371360592
gen_opt_30b,MAGE_sci,0.9802380952380952,0.9542857142857144,0.9971428571428572,0.0072116452035570775
gen_opt_350m,MAGE_sci,0.9528542914171657,0.9161676646706588,0.9880239520958084,0.011391975022794206
gen_opt_6.7b,MAGE_sci,0.9459925093632958,0.9129213483146068,0.9775280898876404,0.011750940384366396
gen_opt_iml,MAGE_sci,0.9638934056007227,0.9376693766937668,0.983739837398374,0.009199681242344548
gen_opt_iml,MAGE_sci,0.9286436170212766,0.8936170212765957,0.9680851063829788,0.01331860797046003
gen_t0_11b,MAGE_sci,0.8880462724935733,0.8431876606683805,0.9280205655526992,0.01650957770217889
gen_t0_3b,MAGE_sci,0.90643470790378,0.8711340206185567,0.9510309278350516,0.015075012817083866
gen_text-davinci-002_random,MAGE_sci,0.7704797979797979,0.7083333333333334,0.8371212121212122,0.023652644619388236
gen_text-davinci-003_random,MAGE_sci,0.8382316534040672,0.7771883289124668,0.8806366047745358,0.017827299915082914
13B_random_forest,MAGE_squad,0.9082735042735043,0.8666666666666667,0.941025641025641,0.013657271767809308
30B_random_forest,MAGE_squad,0.9015378006872852,0.8530927835051546,0.9329896907216496,0.014220515174073826
65B_random_forest,MAGE_squad,0.8920639032815199,0.8497409326424871,0.927461139896373,0.014169913290732531
7B_random_forest,MAGE_squad,0.9358848797250859,0.9020618556701032,0.9664948453608248,0.011416155441440562
bloom_7b_random,MAGE_squad,0.959459706959707,0.934065934065934,0.9835164835164836,0.008913078332857828
flan_t5_base,MAGE_squad,0.8846310432569975,0.8295165394402035,0.9185750636132316,0.015137068620787722
flan_t5_large,MAGE_squad,0.8830379746835443,0.8455696202531645,0.9240506329113924,0.015225111885292564
flan_t5_small,MAGE_squad,0.9234361610968295,0.8894601542416453,0.961439588688946,0.012935673266104562
flan_t5_xl,MAGE_squad,0.8690401396160559,0.8298429319371727,0.9109947643979056,0.01703794167955343
flan_t5_xxl,MAGE_squad,0.896804835924007,0.8497409326424871,0.9378238341968912,0.01573612028137139
GLM130B_random_forest,MAGE_squad,0.9085241730279898,0.8625954198473282,0.9440203562340967,0.013901373735831373
gpt-3.5-turbo_random_forest,MAGE_squad,0.7735672514619882,0.706766917293233,0.8395989974937343,0.02150993428117189
gpt_j_random,MAGE_squad,0.9586689814814815,0.9201388888888888,0.9930555555555556,0.011500636039426403
gpt_neox_random,MAGE_squad,0.9649115044247788,0.9247787610619468,0.991150442477876,0.01151662714515459
opt_1.3b_random,MAGE_squad,0.9171902268760908,0.8717277486910995,0.9581151832460733,0.013999948079961438
opt_125m_random,MAGE_squad,0.897554945054945,0.8571428571428571,0.9395604395604396,0.014442824460235633
opt_13b_random,MAGE_squad,0.9676158192090395,0.9322033898305084,0.9898305084745764,0.009747191672629631
opt_2.7b_random,MAGE_squad,0.9442946990116802,0.9110512129380054,0.9703504043126684,0.010852057147784915
opt_30b_random,MAGE_squad,0.9590993500464252,0.9303621169916436,0.9860724233983288,0.010305911492997926
opt_350m_random,MAGE_squad,0.9216666666666666,0.8839779005524862,0.9585635359116024,0.013685776595863786
opt_6.7b_random,MAGE_squad,0.9223902894491129,0.8627450980392157,0.957983193277311,0.013800990481397876
opt_iml_30b,MAGE_squad,0.9257402361489555,0.888283378746594,0.9591280653950952,0.01273833656948741
opt_iml_max,MAGE_squad,0.8814039621016365,0.8191214470284238,0.9224806201550388,0.01652717277913738
t0_11b_random,MAGE_squad,0.9128871391076115,0.8740157480314961,0.952755905511811,0.013956448535043773
t0_3b_random,MAGE_squad,0.8790319865319866,0.8383838383838383,0.9267676767676768,0.01620455062411722
text-davinci-002_random_forest,MAGE_squad,0.8202136752136752,0.7692307692307693,0.8717948717948718,0.01834489724290445
text-davinci-003_random_forest,MAGE_squad,0.7214118629908104,0.6691729323308271,0.7844611528822055,0.02192860272784401
13B_random_forest,MAGE_tldr,0.917962962962963,0.8790849673202614,0.9607843137254902,0.014572967821978706
30B_random_forest,MAGE_tldr,0.9054166666666666,0.8585526315789473,0.9473684210526316,0.015686902188575037
65B_random_forest,MAGE_tldr,0.9101315789473684,0.8717105263157895,0.950657894736842,0.014783708983430266
7B_random_forest,MAGE_tldr,0.9362938596491228,0.8914473684210527,0.9703947368421052,0.013888036400790586
bloom_7b_random,MAGE_tldr,0.9538143176733781,0.912751677852349,0.9798657718120806,0.011107929733262405
flan_t5_base,MAGE_tldr,0.8255882352941176,0.7516339869281046,0.8921568627450981,0.023199027320009512
flan_t5_large,MAGE_tldr,0.811270358306189,0.739413680781759,0.8697068403908795,0.022771651763034105
flan_t5_small,MAGE_tldr,0.8683333333333333,0.8125,0.9177631578947368,0.019524642093093573
flan_t5_xl,MAGE_tldr,0.8027964205816555,0.7348993288590604,0.8624161073825504,0.023990179801830984
flan_t5_xxl,MAGE_tldr,0.8905228758169935,0.8366013071895425,0.9411764705882352,0.017363606273835215
GLM130B_random_forest,MAGE_tldr,0.8541501103752759,0.8013245033112583,0.9039735099337748,0.017539674652542168
gpt-3.5-turbo_random_forest,MAGE_tldr,0.9037833333333334,0.8575,0.9375,0.014018879609556766
gpt_j_random,MAGE_tldr,0.9476271186440678,0.902542372881356,0.9872881355932204,0.013716424499532798
gpt_neox_random,MAGE_tldr,0.9356933333333334,0.896,0.968,0.014396648934992222
opt_1.3b_random,MAGE_tldr,0.9131782945736434,0.8637873754152824,0.956810631229236,0.015349668204538239
opt_125m_random,MAGE_tldr,0.9029888888888888,0.8633333333333333,0.9433333333333334,0.015332069002532778
opt_13b_random,MAGE_tldr,0.9398809523809524,0.9035714285714286,0.9785714285714284,0.01311440777914234
opt_2.7b_random,MAGE_tldr,0.9385777777777777,0.9,0.9733333333333334,0.013340837724646202
opt_30b_random,MAGE_tldr,0.9438555555555556,0.9066666666666666,0.9866666666666668,0.012858947590496763
opt_350m_random,MAGE_tldr,0.9412918108419839,0.903114186851211,0.972318339100346,0.01301734119859571
opt_6.7b_random,MAGE_tldr,0.9161315496098105,0.8662207357859532,0.9565217391304348,0.015152338124079406
opt_iml_30b,MAGE_tldr,0.9233557046979866,0.8758389261744967,0.959731543624161,0.014675143926314601
opt_iml_max,MAGE_tldr,0.8923355263157895,0.8421052631578947,0.9342105263157896,0.016832459354501807
t0_11b_random,MAGE_tldr,0.8588419913419914,0.7922077922077922,0.9188311688311688,0.020094176975256613
t0_3b_random,MAGE_tldr,0.8432138979370251,0.7850162866449512,0.9087947882736156,0.020472139707742244
text-davinci-002_random_forest,MAGE_tldr,0.814675,0.7525,0.86,0.017834494356813443
text-davinci-003_random_forest,MAGE_tldr,0.8460875,0.8025,0.88,0.015004167829557402
13B_random_forest,MAGE_wp,0.9151842330762638,0.8611825192802056,0.9511568123393316,0.01495563214992215
30B_random_forest,MAGE_wp,0.90446735395189,0.8530927835051546,0.940721649484536,0.014020761374194604
65B_random_forest,MAGE_wp,0.8967702936096719,0.844559585492228,0.9404145077720208,0.014901841336809184
7B_random_forest,MAGE_wp,0.9205555555555556,0.8828125,0.9505208333333334,0.012801230171634273
bloom_7b_random,MAGE_wp,0.9879091688089118,0.9691516709511568,1.0,0.005559824064208958
flan_t5_base,MAGE_wp,0.9886410256410256,0.9743589743589745,1.0,0.005366084717767801
flan_t5_large,MAGE_wp,0.983358843537415,0.9693877551020408,0.9974489795918368,0.006105711989384948
flan_t5_small,MAGE_wp,0.9930904522613064,0.9698492462311558,1.0,0.004465034619378527
flan_t5_xl,MAGE_wp,0.9789829059829059,0.958974358974359,0.9974358974358974,0.007147620401712401
flan_t5_xxl,MAGE_wp,0.9802331606217617,0.961139896373057,0.9948186528497408,0.006639572282899726
GLM130B_random_forest,MAGE_wp,0.9599913867355727,0.9302325581395348,0.9896640826873384,0.010637150934937683
gpt-3.5-turbo_random_forest,MAGE_wp,0.900525,0.8575,0.9375,0.013934247468319245
gpt_j_random,MAGE_wp,0.9866666666666667,0.961783439490446,1.0,0.007079545234387271
gpt_neox_random,MAGE_wp,0.9940839694656489,0.9809160305343512,1.0,0.004247277608997586
opt_1.3b_random,MAGE_wp,0.9792641843971631,0.9574468085106383,1.0,0.00679994089450114
opt_125m_random,MAGE_wp,0.9558229166666666,0.9125,0.9875,0.012232447915950578
opt_13b_random,MAGE_wp,0.9935569755058573,0.9808306709265175,1.0,0.004352451623309666
opt_2.7b_random,MAGE_wp,0.9890956072351421,0.9638242894056848,1.0,0.0057711472824213544
opt_30b_random,MAGE_wp,0.9925318761384335,0.9781420765027322,1.0,0.0042828068455722035
opt_350m_random,MAGE_wp,0.9707662835249042,0.942528735632184,0.9913793103448276,0.00863027355029453
opt_6.7b_random,MAGE_wp,0.9745104166666667,0.946875,0.99375,0.00830863335355067
opt_iml_30b,MAGE_wp,0.9825896057347671,0.9623655913978496,1.0,0.006894545054311543
opt_iml_max,MAGE_wp,0.9585069444444444,0.9270833333333334,0.9791666666666666,0.00977720672227517
t0_11b_random,MAGE_wp,0.965657336726039,0.9363867684478372,0.9923664122137404,0.009200353313393516
t0_3b_random,MAGE_wp,0.9676178451178451,0.9343434343434344,0.9873737373737372,0.008654141810109685
text-davinci-002_random_forest,MAGE_wp,0.8679458333333333,0.8125,0.9175,0.01597625038068413
text-davinci-003_random_forest,MAGE_wp,0.9067666666666667,0.865,0.9425,0.013574770231758593
13B_random_forest,MAGE_xsum,0.7613316582914573,0.7010050251256281,0.8165829145728644,0.021749712327352694
30B_random_forest,MAGE_xsum,0.7400753768844222,0.6683417085427136,0.7914572864321608,0.020854342227194577
65B_random_forest,MAGE_xsum,0.7320268006700168,0.6708542713567839,0.7864321608040201,0.02168018095504802
7B_random_forest,MAGE_xsum,0.7991708542713568,0.7462311557788944,0.8517587939698492,0.01963908493555352
bloom_7b_random,MAGE_xsum,0.966404399323181,0.931472081218274,0.9898477157360406,0.00914077667245439
flan_t5_base,MAGE_xsum,0.9318583333333333,0.8875,0.9625,0.012093936838338499
flan_t5_large,MAGE_xsum,0.9441854636591479,0.912280701754386,0.9699248120300752,0.010642199900518751
flan_t5_small,MAGE_xsum,0.9564916666666666,0.93,0.985,0.009372222739875629
flan_t5_xl,MAGE_xsum,0.928013816925734,0.8963730569948186,0.966321243523316,0.013090705105004208
flan_t5_xxl,MAGE_xsum,0.9421632996632997,0.9116161616161615,0.9722222222222222,0.010737795784350123
GLM130B_random_forest,MAGE_xsum,0.8133502538071066,0.7639593908629442,0.8604060913705583,0.01953918365392197
gpt-3.5-turbo_random_forest,MAGE_xsum,0.9008291666666667,0.86,0.9375,0.014083073795541154
gpt_j_random,MAGE_xsum,0.9703825136612021,0.9480874316939892,0.989071038251366,0.008235193082436839
gpt_neox_random,MAGE_xsum,0.9794741784037558,0.9549295774647888,0.9971830985915492,0.007291453435509796
opt_1.3b_random,MAGE_xsum,0.92235,0.8625,0.96,0.014043440726002625
opt_125m_random,MAGE_xsum,0.8937373737373737,0.8484848484848485,0.9343434343434344,0.01585320446798696
opt_13b_random,MAGE_xsum,0.9710964912280702,0.9421052631578948,0.9973684210526316,0.00832027561021134
opt_2.7b_random,MAGE_xsum,0.9581704260651629,0.9323308270676692,0.9849624060150376,0.009772695025130812
opt_30b_random,MAGE_xsum,0.9710016835016835,0.9444444444444444,0.9924242424242424,0.008576509448655272
opt_350m_random,MAGE_xsum,0.9529421768707483,0.923469387755102,0.9872448979591836,0.010191432448398732
opt_6.7b_random,MAGE_xsum,0.9286700336700336,0.8888888888888888,0.9621212121212122,0.013368561078695973
opt_iml_30b,MAGE_xsum,0.9486481947942905,0.9143576826196472,0.9773299748110832,0.01063215320615259
opt_iml_max,MAGE_xsum,0.9097313182199832,0.8740554156171285,0.9420654911838792,0.01352547847759529
t0_11b_random,MAGE_xsum,0.9524166666666667,0.9225,0.975,0.010039290149769545
t0_3b_random,MAGE_xsum,0.9145416666666667,0.875,0.9525,0.013134336674857906
text-davinci-002_random_forest,MAGE_xsum,0.7671458333333333,0.7125,0.8125,0.018692207012072245
text-davinci-003_random_forest,MAGE_xsum,0.8478875,0.795,0.8925,0.016311814831392782
13B_random_forest,MAGE_yelp,0.8337886597938144,0.7809278350515464,0.8917525773195877,0.019513044705295416
30B_random_forest,MAGE_yelp,0.8036752136752137,0.7512820512820513,0.8512820512820513,0.0182347422568484
65B_random_forest,MAGE_yelp,0.8091581632653061,0.7551020408163265,0.8673469387755102,0.017575299767523745
7B_random_forest,MAGE_yelp,0.8445982905982906,0.7923076923076923,0.8897435897435897,0.01731937605153261
bloom_7b_random,MAGE_yelp,0.9412882882882883,0.8972972972972973,0.9837837837837838,0.011509167399232939
flan_t5_base,MAGE_yelp,0.7854941373534339,0.7185929648241206,0.864321608040201,0.020901840413239576
flan_t5_large,MAGE_yelp,0.7616708648194794,0.7103274559193955,0.8236775818639799,0.020745203020267198
flan_t5_small,MAGE_yelp,0.8282787573467674,0.7783375314861462,0.8765743073047859,0.017631030264907307
flan_t5_xl,MAGE_yelp,0.8005240549828179,0.7525773195876289,0.8479381443298969,0.019087625783212256
flan_t5_xxl,MAGE_yelp,0.8192431972789116,0.7653061224489796,0.8826530612244898,0.019207635623954795
GLM130B_random_forest,MAGE_yelp,0.8593798449612403,0.8113695090439277,0.9069767441860463,0.015608008903100077
gpt-3.5-turbo_random_forest,MAGE_yelp,0.8759231411862991,0.8270676691729323,0.9197994987468672,0.015905913374887372
gpt_j_random,MAGE_yelp,0.9346744412050535,0.8833819241982507,0.967930029154519,0.012812185465237741
gpt_neox_random,MAGE_yelp,0.9245867393278837,0.8937329700272479,0.9618528610354224,0.012951840385966848
opt_1.3b_random,MAGE_yelp,0.8677380952380952,0.8163265306122449,0.9081632653061223,0.016965837518869698
opt_125m_random,MAGE_yelp,0.8330694810905892,0.7810026385224275,0.8839050131926122,0.019027063715007102
opt_13b_random,MAGE_yelp,0.916729055258467,0.8743315508021391,0.9545454545454546,0.013810460288547512
opt_2.7b_random,MAGE_yelp,0.8926820908311911,0.8534704370179949,0.9331619537275064,0.014683270584538178
opt_30b_random,MAGE_yelp,0.9182564102564102,0.8769230769230769,0.9512820512820512,0.01325453485535059
opt_350m_random,MAGE_yelp,0.8548070175438597,0.7894736842105263,0.9052631578947368,0.018176760890675093
opt_6.7b_random,MAGE_yelp,0.8844905008635578,0.8367875647668394,0.927461139896373,0.015292723638679647
opt_iml_30b,MAGE_yelp,0.8998129251700681,0.8571428571428571,0.9362244897959184,0.014151735382807569
opt_iml_max,MAGE_yelp,0.8441919191919192,0.7803030303030303,0.8863636363636364,0.017387244198385336
t0_11b_random,MAGE_yelp,0.872200328407225,0.812807881773399,0.9408866995073892,0.021651268145324074
t0_3b_random,MAGE_yelp,0.8854720133667502,0.8345864661654135,0.9298245614035088,0.014362628003949609
