,Key,Count,Mean Score
0,TTR,100,0.10013341333159632
1,sentiment,100,0.04194366359118514
2,mean_sen_len,100,0.035684777205931766
3,has,100,0.028464108448036853
4,the,100,0.022817336701538585
5,NN,88,0.02031905551454185
6,an,78,0.02122881059270574
9,DT,70,0.019041799206704287
11,and,66,0.019008470612552123
8,VBG,60,0.018994838613407557
13,from,44,0.019507540878045692
10,VBZ,42,0.019008099355740483
15,been,22,0.019207565703599758
17,at,10,0.01829691117988461
7,NNS,8,0.019204864150348347
14,lex_density,6,0.017735209281738173
12,IN,4,0.01780546610116889
16,a,1,0.01858863937064641
18,PRP$,1,0.016741232574923232
