,Key,Count,Mean Score
0,PRP,100,0.07605389478770913
1,sentiment,100,0.059945397859746966
2,of,100,0.0685078089871947
3,NN,100,0.0533659878796675
4,VB,100,0.05286636143062306
9,DT,98,0.03781797581478382
5,IN,97,0.04022949750493571
7,have,61,0.035485799013512474
10,to,57,0.0351369190399283
8,NNS,43,0.033448548810950274
11,the,42,0.03311896401432936
6,RB,33,0.03241926776650973
14,i,26,0.03173521683087911
13,mean_sen_len,22,0.03416183019892382
12,which,20,0.030733169392636796
15,had,1,0.03225596661636861
