,Key,Count,Mean Score
0,i,100,0.06113730965385807
1,sentiment,100,0.05488712993474885
2,VBD,100,0.035112569008303944
3,RB,100,0.03600705152776934
4,this,100,0.031460772899945526
5,TTR,95,0.02216664195642932
6,the,83,0.02107108341490466
8,VBZ,73,0.02110524797765438
7,but,56,0.020955551537919483
12,VBG,52,0.020854191474940408
15,DT,42,0.019625743962951046
10,was,32,0.020254266262981994
9,and,23,0.01959923417424186
18,do,8,0.020312877290859697
13,so,8,0.019138312757107617
17,mean_sen_len,7,0.019704308721354213
11,a,6,0.01858405878768125
14,PRP,6,0.0193672397310844
16,VB,4,0.020163163919856477
19,my,2,0.01936126203183311
20,in,1,0.018012553599512218
21,JJS,1,0.017081179487352636
22,is,1,0.019371069457566194
