,Key,Count,Mean Score
0,sentiment,100,0.11124882526837332
1,not,100,0.06520241891039212
2,TTR,100,0.058709223929841174
3,it,100,0.04051067912889511
5,i,100,0.045874794734548335
6,VBG,99,0.03525732972248027
7,RB,99,0.03491587209996107
9,but,96,0.030066220499656748
4,have,74,0.030564920680943797
10,so,73,0.026675086692897854
11,VBD,25,0.026060265075949426
8,PRP,21,0.027356961139256643
13,do,4,0.023830043188883914
14,this,4,0.022152203537182717
12,was,3,0.02594917439656445
15,JJS,2,0.023167261995641716
