,Key,Count,Mean Score
0,PRP,100,0.07478970303129275
1,of,100,0.06822094269359649
2,NN,100,0.05435774576671828
3,VB,100,0.05085664279951094
4,sentiment,100,0.060534537202389806
5,IN,97,0.03847597480899977
8,DT,95,0.038213365529140085
6,have,63,0.03513795172767572
11,to,62,0.03568015198422372
13,RB,39,0.032473222016149036
9,NNS,38,0.03346523648711882
7,the,33,0.03332825590107298
12,mean_sen_len,29,0.032000788436968096
10,i,26,0.032350515917709925
14,which,17,0.03228425650939058
15,a,1,0.02622017589508145
