,Key,Count,Mean Score
0,PRP,100,0.07588398462415978
1,of,100,0.06719998932557406
2,sentiment,100,0.061733107668070296
3,VB,100,0.05232442579613766
4,NN,100,0.05232370163638929
7,DT,98,0.038323277129659813
5,IN,95,0.03878099656883525
8,have,65,0.03516561096370808
10,to,56,0.03503702818180532
11,NNS,39,0.03229664291254742
12,the,38,0.03253207334436389
13,RB,31,0.03264304227897166
14,mean_sen_len,28,0.03150019470602074
9,which,27,0.03125668313568842
6,i,22,0.03212186863113494
15,a,1,0.029703742340986224
