,Key,Count,Mean Score
0,PRP,302,0.07689144848812746
1,of,302,0.07167546467061134
2,DT,302,0.04760477590787778
3,sentiment,302,0.05420771926131967
4,NN,302,0.05622918730010897
6,VB,302,0.047423316388613086
5,the,278,0.039977059819977206
7,have,261,0.04115216078969306
9,i,200,0.03584073749804875
8,IN,186,0.03585575816046255
10,NNS,108,0.03414225388976689
12,said,91,0.03536201821208363
14,RB,35,0.03251673438028762
11,which,28,0.03264632615646602
13,mean_sen_len,16,0.03256376343034469
15,to,5,0.031047268645822874
