,Key,Count,Mean Score
0,TTR,100,0.12385786247774551
1,and,100,0.037602339926771505
2,the,100,0.032904786986537815
6,a,100,0.023630964879797687
5,IN,100,0.026347767333442983
4,DT,99,0.02123916249047834
3,mean_sen_len,98,0.02127722988995337
8,this,53,0.017380087875689957
9,NN,42,0.01674069589987343
10,PRP,42,0.017644100082185418
7,i,40,0.016869672127392366
19,lex_density,27,0.016539695028695674
18,sentiment,23,0.016383917303607488
16,you,19,0.01688602224915824
15,JJ,15,0.01621167092633843
12,to,14,0.01688891338761783
17,was,7,0.016593657019418732
11,it,6,0.01606614681611079
13,for,6,0.017634954765937707
14,there,5,0.01731175620653878
20,that,4,0.01661737234744017
