,Key,Count,Mean Score
0,sentiment,100,0.10163357175951201
1,TTR,100,0.0877225993492751
2,so,100,0.04307980553159352
3,not,100,0.04204181896225585
5,the,100,0.03246108212458878
6,have,99,0.02843720841974185
7,i,98,0.026129851453270812
4,through,95,0.029167922849433967
8,a,69,0.02136366806707816
12,of,48,0.021469440749781393
10,male_pronouns,44,0.02141565176248456
9,DT,27,0.020189301969070476
13,lex_density,12,0.019317880920545347
11,then,4,0.02075882416377447
14,for,3,0.020909679760984814
15,each,1,0.020393133909151623
