,Key,Count,Mean Score
0,PRP,100,0.07485443400166727
1,sentiment,100,0.059661403390232855
2,of,100,0.06649501519611224
3,NN,100,0.05412192769284587
4,VB,100,0.05199583119901913
5,IN,96,0.039258909257400935
6,DT,95,0.03853735098706856
7,to,64,0.03671748162834036
11,have,53,0.03456912660331309
13,NNS,41,0.033546172116352344
9,RB,40,0.032152292375037424
14,the,34,0.033730370445532676
12,i,30,0.032404933462207804
10,mean_sen_len,24,0.03173347826253921
8,which,21,0.03137506450580735
15,had,2,0.029048965018821777
