,Key,Count,Mean Score
0,TTR,300,0.3148296396028145
1,mean_sen_len,300,0.050504163761118714
2,sentiment,300,0.022655213206680246
3,lex_density,300,0.02086315268067691
5,NN,299,0.02014317882984151
8,DT,299,0.019292124294087238
6,NNS,293,0.019242361027740622
4,JJ,289,0.019546427768718337
7,IN,287,0.018826575496802816
9,the,184,0.017966968748688653
10,VB,62,0.017551017355993053
14,VBP,35,0.01792343535859965
13,to,14,0.0175289384720994
15,a,12,0.018092461341173986
11,and,10,0.017241137635493536
12,VBZ,7,0.018034185664598724
16,RB,6,0.016575393080345415
17,PRP,2,0.017883014384485217
18,VBG,1,0.01713154292160555
