,Key,Count,Mean Score
0,PRP,100,0.07708164443771758
1,of,100,0.0670288378261536
2,sentiment,100,0.05917453291666849
3,VB,100,0.05271905123711231
4,NN,100,0.054319826617649544
6,DT,99,0.038600498404426156
5,IN,97,0.038275863087290064
10,have,58,0.03523929752094269
7,to,56,0.03565905707838429
13,NNS,45,0.03344653415594018
14,the,35,0.0325580103470595
12,RB,33,0.031617346566546314
8,i,32,0.032488781360462855
9,mean_sen_len,24,0.03199114671585739
11,which,20,0.032225557585858856
15,not,1,0.03375456431740651
