,Key,Count,Mean Score
0,TTR,300,0.040816448968742376
4,DT,294,0.021956873906294205
1,i,291,0.0222957836400937
3,a,281,0.02264380645786427
5,sentiment,271,0.020852768441414815
6,VBG,214,0.021411211546448487
10,NNS,206,0.019952513018573505
7,mean_sen_len,190,0.019268581017302323
9,IN,187,0.019262539739877908
2,this,182,0.02141403143545669
20,RB,63,0.018907881351544746
29,the,62,0.018757043895549993
14,JJ,57,0.018617013720113956
19,lex_density,55,0.018448433988764387
21,and,54,0.018600750249696502
13,that,45,0.019326233421040305
17,was,37,0.018971318913051573
15,PRP$,37,0.01942769440116841
24,NN,31,0.017977470634347733
33,VBP,21,0.019272910693118057
25,in,15,0.019976769544351007
23,with,14,0.020217612515149124
22,you,11,0.018580463391467152
28,of,11,0.018742422693403617
18,for,10,0.01857449659396465
16,VBZ,10,0.01847739512101727
26,PRP,7,0.017840842341640562
40,but,7,0.018694310280189842
31,it,5,0.0197088353039212
8,JJR,5,0.020567377534245583
11,they,4,0.0185268327234327
36,VBD,4,0.018652506878287196
43,on,2,0.021373262493620912
27,do,2,0.01918017044212359
35,or,2,0.019829604998786658
32,be,2,0.01800864621811995
39,VB,2,0.018948766005910937
41,have,2,0.018374304717277624
38,VBN,2,0.019566806740831787
12,up,1,0.020639925756938085
34,as,1,0.019462105821425203
30,your,1,0.018987965208516065
37,not,1,0.017900970141058497
42,out,1,0.01957451407618566
