,Key,Count,Mean Score
0,mean_sen_len,300,0.15400146815830845
1,TTR,300,0.06645378293927583
2,and,300,0.05495631370155537
4,with,300,0.03675109537284334
3,of,298,0.03611777813426344
5,that,286,0.031167125715839218
7,as,247,0.027310857266754463
10,VBD,231,0.024762736488238384
8,sentiment,162,0.02480691527330644
14,had,146,0.024266431859918565
13,for,108,0.02390105986349577
6,been,104,0.024010728402756865
11,VBG,90,0.023068038177143244
12,VBN,73,0.023765678069855082
15,lex_density,20,0.02166142552390724
9,in,13,0.022423196052155984
16,from,12,0.02231825426116014
19,IN,6,0.02215113419581843
17,it,2,0.022427547689100213
18,on,1,0.02001707205677409
20,could,1,0.019257493658067715
