,Key,Count,Mean Score
0,PRP,100,0.0764259461491822
1,of,100,0.0691288802987018
2,sentiment,100,0.059381236612928275
3,NN,100,0.05303920957349233
4,VB,100,0.051564813328782204
8,DT,100,0.0374762206592334
7,IN,98,0.03938292622500321
6,have,66,0.03485413676425319
5,NNS,51,0.03368738872346168
10,to,46,0.03587109174612231
11,RB,30,0.03310342378244797
13,i,28,0.031558809697639016
9,mean_sen_len,27,0.0327165928890823
14,the,27,0.03260032111744447
12,which,26,0.032577564585651385
15,VBD,1,0.03239480531275283
