,Key,Count,Mean Score
0,PRP,100,0.07598929374193304
1,sentiment,100,0.059803906115306414
2,VB,100,0.054559352833112015
3,of,100,0.06656991895260118
4,NN,100,0.053920903492054625
6,DT,98,0.0379880668960811
10,IN,98,0.03926535615730463
5,have,65,0.035987945154375686
11,to,60,0.0369860290468125
8,RB,39,0.03196268975877365
9,NNS,36,0.033373891917421634
7,the,31,0.03240620437296775
13,mean_sen_len,27,0.03356929668520038
14,i,23,0.03225582268682505
12,which,22,0.03140242698272046
15,it,1,0.02809653333366424
