,Key,Count,Mean Score
0,PRP,100,0.0755365129244722
1,of,100,0.06831668190565468
2,sentiment,100,0.05903048732049363
3,VB,100,0.05255320169435247
4,NN,100,0.05370516676458456
5,IN,96,0.039131929926369526
6,DT,96,0.03815854148794198
7,to,59,0.036219205061689956
8,have,58,0.034113512864544414
11,NNS,44,0.03365880387170613
13,RB,41,0.033176909380661555
10,i,32,0.03245774616372237
9,the,31,0.03294592838120044
12,mean_sen_len,28,0.03167309837325068
14,which,14,0.032558585835770044
15,had,1,0.03367834538114011
