,Key,Count,Mean Score
0,PRP,100,0.07626142469261868
1,sentiment,100,0.06172272857572318
2,of,100,0.06823337434462684
3,NN,100,0.053441583498038944
4,VB,100,0.05331921147964533
5,IN,99,0.039104058305285766
8,DT,96,0.038267526979132806
6,have,62,0.035081504125276226
9,to,57,0.03648861044414391
14,NNS,42,0.0330288467828877
7,the,35,0.03243363434162088
10,RB,34,0.032626146073861606
11,mean_sen_len,25,0.03194236347033713
12,i,25,0.031508639331234954
13,which,23,0.0314971667192433
15,VBD,1,0.028932213437037037
16,not,1,0.029806854971406622
