,Key,Count,Mean Score
0,sentiment,100,0.05262308150011807
1,TTR,100,0.0437301407280975
2,and,100,0.029477086657120007
3,NN,99,0.021410069447958605
10,DT,89,0.019375772126961545
12,mean_sen_len,68,0.018272059756252543
4,lex_density,63,0.01833449482509099
11,the,57,0.018585216945172383
14,JJ,52,0.01825197342378564
5,to,52,0.0185774811752096
7,VBD,41,0.01814778298542736
9,VB,36,0.017902851470513535
6,RB,27,0.017483819385451075
8,PRP,26,0.01802448124095028
15,IN,26,0.0175249367813074
17,would,20,0.018002607555129342
13,was,13,0.018304766962376866
16,VBP,11,0.017279204193183587
19,i,6,0.017589061661294408
21,only,4,0.018354097834515807
18,NNS,3,0.017274817000054784
20,for,2,0.018085013890637838
23,my,2,0.021132791197876914
22,that,1,0.01687578949527942
24,VBZ,1,0.01655892717586874
25,a,1,0.018682634381323934
