,Key,Count,Mean Score
0,VBD,100,0.060359700596814704
1,TTR,100,0.04876246833731821
2,mean_sen_len,100,0.04968589754043165
3,said,100,0.04045211626417783
4,sentiment,100,0.030802804538022147
5,and,100,0.032272185874330964
7,has,82,0.02466862121902921
10,but,74,0.02435687387153558
11,VBG,63,0.024168377785538014
6,not,50,0.02408587290297465
8,these,49,0.02330882695249506
9,PRP$,42,0.023076305027993904
12,would,33,0.022852888199834533
14,NN,4,0.02184440859682445
13,been,3,0.023676471468953197
