,Key,Count,Mean Score
0,TTR,100,0.09379352898395033
1,and,100,0.038314891988121255
2,an,99,0.033416632009778645
4,the,98,0.023950942392165192
3,this,96,0.02753027612321439
5,DT,94,0.024430985202960512
6,NN,89,0.023735024542342185
8,not,50,0.02292676091763792
12,from,47,0.022255782486945815
10,been,45,0.02274994583314851
13,lex_density,42,0.021304761240981667
7,i,31,0.022580690547016755
15,VBG,18,0.02134113712571095
21,VB,16,0.020085181370761776
11,have,13,0.022004228414230217
9,that,12,0.02008224426590459
20,RB,12,0.020848302097713534
16,is,12,0.020284779714099404
14,JJ,6,0.0209436408284682
17,mean_sen_len,5,0.01990578285550184
22,about,5,0.02073072120497599
19,PRP,3,0.01934731967918116
18,what,3,0.021927287024296055
24,it,2,0.018803721871102283
23,if,1,0.02095174983880255
25,would,1,0.020072101146231702
