,Key,Count,Mean Score
0,TTR,100,0.11204849792089985
1,the,100,0.04764635304348614
2,a,100,0.03770432862433617
3,DT,100,0.03965291740761462
4,is,100,0.03310722186267726
5,mean_sen_len,100,0.03610441414851901
6,and,100,0.022730048554049188
7,of,85,0.017965442450148812
9,VBG,52,0.017049893001740715
8,from,47,0.01734238726679143
10,VBP,37,0.016948057547446466
11,in,32,0.016898897158009966
13,VBN,19,0.016397575942602244
14,said,13,0.016016461400774017
12,RB,9,0.015884874057767305
15,to,4,0.015914991834217206
16,lex_density,1,0.015248396702406119
17,JJ,1,0.014490190467951854
