,Key,Count,Mean Score
0,mean_sen_len,300,0.07569432208010923
4,this,300,0.04104333890092919
3,that,299,0.03849454238229356
2,you,296,0.0343467349310244
1,and,295,0.03901910846998434
9,IN,257,0.029449595742455304
8,VBD,225,0.028542694095114216
5,VBP,208,0.02945318170588664
10,what,174,0.02805099994827396
6,i,162,0.028451056778849872
7,of,153,0.02863670531748336
12,VBZ,89,0.027625005486269887
15,it,67,0.027174297068121463
11,with,62,0.02731095641946873
13,is,51,0.026399479788243654
14,TTR,44,0.025320569250370465
16,in,9,0.026598098636088016
17,but,7,0.025877033181314985
18,so,1,0.021993654782543306
19,on,1,0.02565067555935201
