,Key,Count,Mean Score
0,PRP,100,0.074772090173021
1,of,100,0.06602402872270734
2,VB,100,0.05231599772130689
3,sentiment,100,0.0608552245786173
6,NN,100,0.053242218222447166
4,IN,99,0.039630625958594894
5,DT,97,0.03886547997026351
10,to,54,0.03542286440539798
7,have,53,0.035721181291782644
9,RB,39,0.032955800809861845
13,NNS,38,0.033258612388389765
11,the,36,0.0326325030809698
14,mean_sen_len,31,0.03174722364460566
12,i,30,0.03238691082320223
8,which,21,0.032034761678869136
15,had,2,0.028191542712745616
