,Key,Count,Mean Score
0,TTR,300,0.23262326489006133
1,the,300,0.07331151224839709
2,mean_sen_len,300,0.06113260697092495
3,and,300,0.04024867194006559
4,DT,300,0.04546574600197988
5,a,300,0.031556819926981776
6,in,299,0.02463590577792214
8,VBG,283,0.018459032448076722
7,RB,226,0.01708251623402934
10,IN,140,0.01618998656109227
9,of,131,0.0165235148631491
11,or,105,0.01635275279298757
12,an,11,0.015815479585902976
13,JJS,3,0.014459162527910985
14,after,1,0.013163779288587519
15,was,1,0.016624243335925337
