,Key,Count,Mean Score
0,TTR,300,0.13978025428669652
1,and,300,0.055660003379183136
2,the,300,0.04928391853198214
3,a,300,0.03647334532298447
4,IN,300,0.025195778790067923
5,DT,300,0.03175838306488964
6,mean_sen_len,300,0.024832037446751453
10,or,198,0.018211075072640536
11,to,180,0.01754797458883287
8,i,175,0.01752242659518036
13,RB,165,0.017256158649129938
7,was,57,0.0163780523514883
9,VBG,37,0.016211270646610224
16,NN,29,0.01561091252620199
15,PRP,26,0.015732816619893408
18,that,15,0.015242741898856901
12,it,9,0.016058677946003748
17,you,6,0.01665960443977464
14,lex_density,2,0.013776856157876605
19,PRP$,1,0.014508265440129614
