model,domain,mean,min,max,std
opt_2.7b_random,MAGE_roct,0.9663010204081632,0.9413265306122448,0.9846938775510204,0.008333924921891344
opt_30b_random,MAGE_roct,0.9681842105263158,0.95,0.986842105263158,0.0076663308916649995
opt_350m_random,MAGE_roct,0.9779945799457994,0.959349593495935,0.994579945799458,0.00706352609203979
opt_6.7b_random,MAGE_roct,0.9585372340425532,0.9361702127659576,0.9787234042553192,0.008570995076202835
opt_iml_30b,MAGE_roct,0.9314102564102564,0.9076923076923076,0.9564102564102565,0.010463939016949106
opt_iml_max,MAGE_roct,0.9107070707070707,0.8762626262626263,0.941919191919192,0.013669860267506537
t0_11b_random,MAGE_roct,0.7685858585858586,0.7146464646464646,0.8282828282828283,0.020707506198122647
t0_3b_random,MAGE_roct,0.7745822784810127,0.739240506329114,0.8151898734177215,0.017994931787259246
text-davinci-002_random_forest,MAGE_roct,0.8612,0.83,0.9075,0.015359661191549504
text-davinci-003_random_forest,MAGE_roct,0.909875,0.8775,0.94,0.01252459701160203
gen_13B_random,MAGE_sci,0.7963128491620112,0.7374301675977654,0.8519553072625698,0.020640094806468747
gen_30B_random,MAGE_sci,0.7559114583333333,0.7057291666666666,0.796875,0.019064390827043788
gen_65B_random,MAGE_sci,0.7394973544973545,0.701058201058201,0.7804232804232805,0.019623013497554603
gen_7B_random,MAGE_sci,0.8150540540540541,0.7297297297297297,0.8756756756756757,0.023509119995205975
gen_bloom_7b,MAGE_sci,0.9781694915254238,0.9491525423728814,0.9966101694915256,0.008730197206595142
gen_flan_t5,MAGE_sci,0.9461340206185567,0.9201030927835052,0.979381443298969,0.010992779925451977
gen_flan_t5,MAGE_sci,0.9412010443864229,0.9060052219321147,0.9686684073107048,0.011036786337591052
gen_flan_t5,MAGE_sci,0.9703100775193798,0.9483204134366924,0.9870801033591732,0.007812559318819752
gen_flan_t5,MAGE_sci,0.940977011494253,0.9166666666666666,0.9626436781609196,0.010809296403532575
gen_flan_t5,MAGE_sci,0.9442368421052632,0.9184210526315788,0.968421052631579,0.011162932819835216
gen_GLM130B_random,MAGE_sci,0.86584375,0.81875,0.90625,0.018217691193222484
gen_gpt-3.5-turbo_random,MAGE_sci,0.8731457800511508,0.8388746803069054,0.9207161125319692,0.017737823977805895
gen_gpt_j,MAGE_sci,0.9650943396226415,0.9339622641509434,0.9858490566037736,0.01206796507673266
gen_gpt_neox,MAGE_sci,0.9835294117647059,0.954248366013072,1.0,0.010892453922466794
gen_opt_1.3b,MAGE_sci,0.933601108033241,0.8919667590027701,0.96398891966759,0.015271433298899148
gen_opt_125m,MAGE_sci,0.9149565217391304,0.8782608695652174,0.9478260869565216,0.013935837474089099
gen_opt_13b,MAGE_sci,0.9812333333333333,0.9566666666666668,0.9966666666666668,0.008310136063368292
gen_opt_2.7b,MAGE_sci,0.9690395480225988,0.940677966101695,0.9887005649717514,0.009932108665831009
gen_opt_30b,MAGE_sci,0.9803714285714286,0.9628571428571427,0.9942857142857144,0.007328384229794514
gen_opt_350m,MAGE_sci,0.9538023952095809,0.9251497005988024,0.9820359281437124,0.010469359828828151
gen_opt_6.7b,MAGE_sci,0.9469382022471909,0.9101123595505618,0.9719101123595506,0.01275043888346183
gen_opt_iml,MAGE_sci,0.9628997289972899,0.9376693766937668,0.989159891598916,0.010354963189999653
gen_opt_iml,MAGE_sci,0.9268617021276596,0.8909574468085106,0.9574468085106383,0.014237188190149056
gen_t0_11b,MAGE_sci,0.8911825192802056,0.8560411311053985,0.9383033419023136,0.015596549947148878
gen_t0_3b,MAGE_sci,0.9070103092783505,0.8737113402061856,0.9458762886597938,0.013744142366721886
gen_text-davinci-002_random,MAGE_sci,0.7719318181818182,0.7196969696969697,0.8598484848484849,0.024211167244157363
gen_text-davinci-003_random,MAGE_sci,0.8408753315649867,0.8037135278514589,0.883289124668435,0.01690470315557853
13B_random_forest,MAGE_squad,0.9106666666666666,0.8769230769230769,0.935897435897436,0.012691503196309958
30B_random_forest,MAGE_squad,0.9001030927835051,0.865979381443299,0.9252577319587628,0.013988215308095723
65B_random_forest,MAGE_squad,0.8923575129533678,0.8549222797927462,0.9248704663212436,0.015013245812360722
7B_random_forest,MAGE_squad,0.9382989690721649,0.8865979381443299,0.9690721649484536,0.012945403677891284
bloom_7b_random,MAGE_squad,0.9597527472527473,0.934065934065934,0.9862637362637364,0.010795661384700716
flan_t5_base,MAGE_squad,0.8867175572519084,0.8524173027989822,0.9287531806615776,0.014909493128238187
flan_t5_large,MAGE_squad,0.882253164556962,0.8455696202531645,0.9215189873417722,0.015537491942603482
flan_t5_small,MAGE_squad,0.9252699228791773,0.8791773778920309,0.9588688946015425,0.015316699538508586
flan_t5_xl,MAGE_squad,0.8707853403141361,0.8350785340314136,0.9214659685863874,0.018039147640630932
flan_t5_xxl,MAGE_squad,0.8955440414507772,0.844559585492228,0.927461139896373,0.015552238727578138
GLM130B_random_forest,MAGE_squad,0.9085241730279898,0.8778625954198473,0.9491094147582696,0.013783015118095335
gpt-3.5-turbo_random_forest,MAGE_squad,0.7712280701754386,0.7268170426065163,0.8145363408521303,0.021335117357474825
gpt_j_random,MAGE_squad,0.9579861111111111,0.9270833333333334,0.9826388888888888,0.011610842271306515
gpt_neox_random,MAGE_squad,0.9644247787610619,0.9380530973451328,0.986725663716814,0.012096030342942694
opt_1.3b_random,MAGE_squad,0.9174869109947644,0.8769633507853403,0.9528795811518324,0.015717732022445963
opt_125m_random,MAGE_squad,0.8968956043956045,0.8653846153846154,0.9313186813186812,0.01342728873468544
opt_13b_random,MAGE_squad,0.9686779661016949,0.9355932203389832,0.9898305084745764,0.010892732088889204
opt_2.7b_random,MAGE_squad,0.9440700808625336,0.9191374663072776,0.9757412398921832,0.0116667846875077
opt_30b_random,MAGE_squad,0.9581615598885794,0.9303621169916436,0.977715877437326,0.00956757639891695
opt_350m_random,MAGE_squad,0.9197790055248619,0.8812154696132597,0.9447513812154696,0.013853501371257092
opt_6.7b_random,MAGE_squad,0.9216526610644258,0.876750700280112,0.9523809523809524,0.014313205278196663
opt_iml_30b,MAGE_squad,0.9284196185286103,0.8910081743869209,0.9673024523160764,0.015315443509837967
opt_iml_max,MAGE_squad,0.8845994832041344,0.8475452196382429,0.9121447028423773,0.014887929089542874
t0_11b_random,MAGE_squad,0.9148293963254593,0.8818897637795275,0.9553805774278216,0.015446331007727396
t0_3b_random,MAGE_squad,0.8749747474747475,0.8333333333333334,0.9116161616161615,0.016065577669113002
text-davinci-002_random_forest,MAGE_squad,0.8213589743589743,0.7794871794871795,0.8615384615384616,0.0178245417755734
text-davinci-003_random_forest,MAGE_squad,0.7254385964912281,0.6541353383458647,0.7744360902255639,0.020067127167834885
13B_random_forest,MAGE_tldr,0.9180392156862746,0.8823529411764706,0.9575163398692812,0.013932209845512397
30B_random_forest,MAGE_tldr,0.9054276315789473,0.868421052631579,0.9407894736842104,0.015417483377152381
65B_random_forest,MAGE_tldr,0.911578947368421,0.8717105263157895,0.9407894736842104,0.015152223394846228
7B_random_forest,MAGE_tldr,0.9360526315789474,0.9046052631578948,0.9638157894736842,0.013135613777447817
bloom_7b_random,MAGE_tldr,0.9527852348993289,0.9228187919463088,0.9798657718120806,0.011499116854931603
flan_t5_base,MAGE_tldr,0.8259803921568627,0.7679738562091504,0.8758169934640523,0.022058976352201515
flan_t5_large,MAGE_tldr,0.8154723127035831,0.755700325732899,0.8697068403908795,0.022411964261029826
flan_t5_small,MAGE_tldr,0.8689144736842105,0.8157894736842105,0.9078947368421052,0.01952177144508753
flan_t5_xl,MAGE_tldr,0.8064429530201342,0.7516778523489933,0.8624161073825504,0.022878530233635414
flan_t5_xxl,MAGE_tldr,0.8892483660130719,0.8398692810457516,0.931372549019608,0.017034138087712543
GLM130B_random_forest,MAGE_tldr,0.858112582781457,0.8145695364238411,0.8973509933774835,0.017967022647350176
gpt-3.5-turbo_random_forest,MAGE_tldr,0.9012249999999999,0.8625,0.9375,0.015106921117705147
gpt_j_random,MAGE_tldr,0.9447881355932204,0.9067796610169492,0.9788135593220338,0.01314608215405005
gpt_neox_random,MAGE_tldr,0.93568,0.896,0.964,0.014003520480885689
opt_1.3b_random,MAGE_tldr,0.9109634551495017,0.8571428571428571,0.9435215946843852,0.01639851641256204
opt_125m_random,MAGE_tldr,0.9047999999999999,0.85,0.9366666666666666,0.0168928756591622
opt_13b_random,MAGE_tldr,0.9406428571428571,0.9,0.975,0.014193243287550004
opt_2.7b_random,MAGE_tldr,0.9418333333333333,0.9066666666666666,0.9733333333333334,0.012952256280700425
opt_30b_random,MAGE_tldr,0.9413666666666667,0.9,0.9666666666666668,0.013173239206850334
opt_350m_random,MAGE_tldr,0.9408304498269896,0.9065743944636678,0.972318339100346,0.014443721625202815
opt_6.7b_random,MAGE_tldr,0.9137792642140469,0.8729096989966555,0.959866220735786,0.014617575684559316
opt_iml_30b,MAGE_tldr,0.9211409395973155,0.87248322147651,0.959731543624161,0.017020825179454944
opt_iml_max,MAGE_tldr,0.8918421052631579,0.8453947368421053,0.9342105263157896,0.015564979927025643
t0_11b_random,MAGE_tldr,0.8556818181818182,0.8116883116883117,0.9025974025974026,0.018023328407943406
t0_3b_random,MAGE_tldr,0.8448534201954397,0.7915309446254072,0.8892508143322475,0.019879197700096975
text-davinci-002_random_forest,MAGE_tldr,0.81115,0.7575,0.88,0.021056141885709045
text-davinci-003_random_forest,MAGE_tldr,0.84275,0.81,0.88,0.01677050983124843
13B_random_forest,MAGE_wp,0.9138817480719794,0.8791773778920309,0.9383033419023136,0.01373226031300474
30B_random_forest,MAGE_wp,0.9064175257731959,0.8737113402061856,0.9381443298969072,0.013582160289417583
65B_random_forest,MAGE_wp,0.8965544041450777,0.8652849740932642,0.9507772020725388,0.01562779463563219
7B_random_forest,MAGE_wp,0.9188802083333333,0.8802083333333334,0.953125,0.01394979052082309
bloom_7b_random,MAGE_wp,0.9880205655526992,0.9691516709511568,0.9974293059125964,0.005905423008025696
flan_t5_base,MAGE_wp,0.9885128205128205,0.9743589743589745,0.9974358974358974,0.004950025525982768
flan_t5_large,MAGE_wp,0.984719387755102,0.9693877551020408,0.9974489795918368,0.006389084602907789
flan_t5_small,MAGE_wp,0.993894472361809,0.9824120603015076,1.0,0.003850526784405325
flan_t5_xl,MAGE_wp,0.9798717948717949,0.964102564102564,0.9974358974358974,0.006694054475666152
flan_t5_xxl,MAGE_wp,0.9801554404145078,0.955958549222798,0.9948186528497408,0.007329566554032091
GLM130B_random_forest,MAGE_wp,0.95984496124031,0.9224806201550388,0.9819121447028424,0.009761530795181524
gpt-3.5-turbo_random_forest,MAGE_wp,0.897575,0.855,0.93,0.014505550139463341
gpt_j_random,MAGE_wp,0.9860191082802547,0.9554140127388536,1.0,0.007981318118541464
gpt_neox_random,MAGE_wp,0.9940458015267176,0.9770992366412212,1.0,0.0049815146074107305
opt_1.3b_random,MAGE_wp,0.9782712765957448,0.9627659574468084,0.9973404255319148,0.007011702682799868
opt_125m_random,MAGE_wp,0.95715625,0.921875,0.984375,0.011829349721597483
opt_13b_random,MAGE_wp,0.9931309904153355,0.9808306709265175,1.0,0.004268917643191806
opt_2.7b_random,MAGE_wp,0.9889922480620155,0.9741602067183462,0.9974160206718348,0.005227903843408645
opt_30b_random,MAGE_wp,0.9928415300546448,0.9808743169398908,1.0,0.0043030870287825585
opt_350m_random,MAGE_wp,0.9711206896551725,0.9482758620689656,0.9885057471264368,0.009190820508928716
opt_6.7b_random,MAGE_wp,0.97415625,0.940625,0.990625,0.008472500357663374
opt_iml_30b,MAGE_wp,0.9830107526881721,0.9650537634408602,1.0,0.006527646529523548
opt_iml_max,MAGE_wp,0.9586979166666667,0.9296875,0.984375,0.010390460511828514
t0_11b_random,MAGE_wp,0.9657251908396947,0.9465648854961832,0.9847328244274808,0.007894339410574578
t0_3b_random,MAGE_wp,0.9686868686868687,0.952020202020202,0.9873737373737372,0.008129444999828154
text-davinci-002_random_forest,MAGE_wp,0.866675,0.8125,0.915,0.018236850112346756
text-davinci-003_random_forest,MAGE_wp,0.90305,0.8675,0.94,0.015232126469002185
13B_random_forest,MAGE_xsum,0.7640452261306533,0.7185929648241206,0.8165829145728644,0.02139174904203476
30B_random_forest,MAGE_xsum,0.7379396984924623,0.6733668341708543,0.7964824120603015,0.02320319154870042
65B_random_forest,MAGE_xsum,0.7287437185929648,0.678391959798995,0.7713567839195979,0.020866086259030556
7B_random_forest,MAGE_xsum,0.7961306532663317,0.7512562814070352,0.8417085427135679,0.01879558211986436
bloom_7b_random,MAGE_xsum,0.9678934010152285,0.9467005076142132,0.9873096446700508,0.009361160102623457
flan_t5_base,MAGE_xsum,0.93385,0.9,0.9575,0.011620145342368892
flan_t5_large,MAGE_xsum,0.9433834586466165,0.9172932330827068,0.9699248120300752,0.011197571795144629
flan_t5_small,MAGE_xsum,0.955375,0.93,0.9775,0.010398468952959209
flan_t5_xl,MAGE_xsum,0.9279015544041451,0.8963730569948186,0.9689119170984456,0.013003279566744989
flan_t5_xxl,MAGE_xsum,0.9427272727272727,0.9166666666666666,0.9696969696969696,0.01132676056018224
GLM130B_random_forest,MAGE_xsum,0.8126903553299493,0.751269035532995,0.8654822335025381,0.020584644772582806
gpt-3.5-turbo_random_forest,MAGE_xsum,0.89745,0.8625,0.9375,0.015390456835849995
gpt_j_random,MAGE_xsum,0.9714754098360655,0.953551912568306,0.9918032786885246,0.008240943430592073
gpt_neox_random,MAGE_xsum,0.9814366197183099,0.9605633802816902,0.9943661971830986,0.0070957704741717
opt_1.3b_random,MAGE_xsum,0.9215,0.8825,0.95,0.012344998578330822
opt_125m_random,MAGE_xsum,0.892550505050505,0.8535353535353535,0.9393939393939394,0.016188914139914322
opt_13b_random,MAGE_xsum,0.9719736842105263,0.9526315789473684,0.9894736842105264,0.0077955401897995555
opt_2.7b_random,MAGE_xsum,0.9589974937343358,0.9323308270676692,0.9774436090225564,0.008923562933161131
opt_30b_random,MAGE_xsum,0.9692424242424242,0.952020202020202,0.9873737373737372,0.008631948648682988
opt_350m_random,MAGE_xsum,0.9519132653061224,0.923469387755102,0.9744897959183674,0.010776652666068302
opt_6.7b_random,MAGE_xsum,0.9305555555555556,0.8964646464646465,0.9621212121212122,0.01352290238330061
opt_iml_30b,MAGE_xsum,0.9493450881612091,0.924433249370277,0.9748110831234256,0.010613909753940711
opt_iml_max,MAGE_xsum,0.9103274559193955,0.8765743073047859,0.9420654911838792,0.013791891891141418
t0_11b_random,MAGE_xsum,0.9537,0.925,0.975,0.009990399431858607
t0_3b_random,MAGE_xsum,0.916125,0.885,0.94,0.012724623191023595
text-davinci-002_random_forest,MAGE_xsum,0.76585,0.71,0.8175,0.023225454078913445
text-davinci-003_random_forest,MAGE_xsum,0.845775,0.7975,0.8875,0.020648253649833897
13B_random_forest,MAGE_yelp,0.832061855670103,0.7912371134020618,0.8685567010309279,0.01784762447041706
30B_random_forest,MAGE_yelp,0.807,0.7512820512820513,0.8461538461538461,0.01847511299841382
65B_random_forest,MAGE_yelp,0.8128061224489795,0.7474489795918368,0.8545918367346939,0.019977745728732
7B_random_forest,MAGE_yelp,0.8467179487179487,0.8025641025641026,0.8846153846153846,0.017575125521320324
bloom_7b_random,MAGE_yelp,0.9418918918918919,0.9081081081081082,0.9702702702702702,0.014169187571683551
flan_t5_base,MAGE_yelp,0.7902261306532663,0.7311557788944724,0.8291457286432161,0.018218360031619606
flan_t5_large,MAGE_yelp,0.7626448362720403,0.7002518891687658,0.8261964735516373,0.020958237527057395
flan_t5_small,MAGE_yelp,0.8249874055415617,0.7808564231738035,0.8664987405541562,0.018200925903189603
flan_t5_xl,MAGE_yelp,0.8016494845360824,0.7474226804123711,0.8685567010309279,0.01987598576113128
flan_t5_xxl,MAGE_yelp,0.8184438775510204,0.7627551020408163,0.8571428571428571,0.01928214121730644
GLM130B_random_forest,MAGE_yelp,0.8588888888888889,0.8191214470284238,0.8914728682170543,0.016025365081609635
gpt-3.5-turbo_random_forest,MAGE_yelp,0.8760150375939849,0.8370927318295739,0.9097744360902256,0.01618554081379004
gpt_j_random,MAGE_yelp,0.9363848396501457,0.8979591836734694,0.9737609329446064,0.012981410456842143
gpt_neox_random,MAGE_yelp,0.9239509536784741,0.8937329700272479,0.9591280653950952,0.012514149653314348
opt_1.3b_random,MAGE_yelp,0.8709948979591837,0.8367346938775511,0.903061224489796,0.014738384111488598
opt_125m_random,MAGE_yelp,0.8332981530343008,0.7783641160949868,0.8891820580474934,0.018514833554457873
opt_13b_random,MAGE_yelp,0.9186631016042781,0.8770053475935828,0.9572192513368984,0.013855356262721207
opt_2.7b_random,MAGE_yelp,0.8935218508997429,0.8637532133676092,0.922879177377892,0.0136184305468371
opt_30b_random,MAGE_yelp,0.9144615384615384,0.8769230769230769,0.9487179487179488,0.014465876524447377
opt_350m_random,MAGE_yelp,0.8547105263157895,0.8026315789473685,0.8947368421052632,0.017868977143693485
opt_6.7b_random,MAGE_yelp,0.8848963730569949,0.8471502590673575,0.9352331606217616,0.018002474877285415
opt_iml_30b,MAGE_yelp,0.900280612244898,0.8571428571428571,0.9336734693877552,0.014994136222278864
opt_iml_max,MAGE_yelp,0.8437878787878788,0.7853535353535354,0.8838383838383839,0.018961980206433172
t0_11b_random,MAGE_yelp,0.8748275862068966,0.8226600985221675,0.9261083743842364,0.02238447920061075
t0_3b_random,MAGE_yelp,0.8849624060150376,0.8446115288220551,0.9147869674185464,0.015039703488232248
text-davinci-002_random_forest,MAGE_yelp,0.6558585858585858,0.5883838383838383,0.7095959595959596,0.022867359533572086
