,Key,Count,Mean Score
0,mean_sen_len,300,0.062342094669128656
1,TTR,300,0.04529849547839644
3,sentiment,297,0.028176191013207057
2,RB,292,0.03007151418440139
6,a,281,0.02760490572404942
5,VBD,273,0.026445966890769324
4,JJ,265,0.027231584190639292
10,was,193,0.025451042627150495
9,to,169,0.024906773225767318
8,NN,164,0.024285547881271553
7,IN,164,0.024527435415888258
11,lex_density,109,0.02427369317472179
12,VBG,71,0.025075834667800945
15,DT,60,0.02399170854959664
16,PRP,24,0.02371314925489128
13,VB,18,0.0236192762069985
17,PRP$,13,0.023769054644478017
14,the,6,0.02377174572555819
18,of,1,0.0246994586803394
