,Key,Count,Mean Score
0,PRP,100,0.0747530012107299
1,of,100,0.06821810656275533
2,sentiment,100,0.05944048330194891
3,VB,100,0.052525196248856154
4,NN,100,0.05328246756697412
5,DT,98,0.038754957561884976
10,IN,94,0.03906932903528611
12,to,65,0.036947574624737585
6,have,64,0.03429433717084262
8,the,40,0.03339644245608986
14,NNS,39,0.034244122273857217
13,RB,35,0.032443625835307355
11,i,27,0.03300954414371896
9,mean_sen_len,23,0.03306390302069349
7,which,15,0.03172386151961899
