,Key,Count,Mean Score
0,sentiment,100,0.07195428549431879
1,TTR,100,0.03851725747740996
2,a,100,0.03304849363794798
4,DT,95,0.02237189689227317
5,of,95,0.022331888862028075
3,VBD,71,0.020356465233735042
12,male_pronouns,65,0.021023371134667682
11,RB,62,0.019194772938743075
15,the,57,0.019214523657467508
7,JJ,51,0.019855554471488793
6,lex_density,43,0.01894909308361703
10,in,27,0.01854433960976345
14,to,25,0.018593913247460805
8,have,21,0.019594562479518046
20,through,20,0.019246434365603922
16,i,18,0.01844543648160958
9,at,15,0.018202114346142818
13,not,14,0.018707014185618907
17,then,10,0.01938381622703695
18,VBG,6,0.01812182301955915
19,is,1,0.018085049043593024
21,on,1,0.017131202395955718
22,out,1,0.01786888048481918
23,so,1,0.018427344538837133
24,VB,1,0.018113809871083002
