,Key,Count,Mean Score
0,PRP,100,0.07594574786556046
1,of,100,0.06661587931698447
2,sentiment,100,0.06112033305148094
3,VB,100,0.05272583219153746
4,NN,100,0.053370940447503276
7,DT,99,0.03867479118989615
5,IN,94,0.038561940958892045
6,have,72,0.03486226498802151
9,to,54,0.03550127535657035
13,NNS,43,0.033167723265391164
12,the,33,0.032239177037264276
10,RB,33,0.032273695459891893
8,i,29,0.033062569135036635
11,which,22,0.03132965504677503
14,mean_sen_len,19,0.030883078331463188
15,a,1,0.02836002128549965
16,had,1,0.034799598414176305
