,Key,Count,Mean Score
0,PRP,100,0.07579124391900638
1,of,100,0.06828305093315873
2,sentiment,100,0.05943943366126222
3,VB,100,0.05144625132284351
4,NN,100,0.0525023493217801
6,IN,97,0.03912819571594465
5,DT,96,0.038390067433537685
11,have,64,0.0356918707597976
7,to,46,0.03520493697653952
9,NNS,43,0.03357963162115308
8,the,41,0.03290872991650252
13,RB,38,0.03286459607537404
12,mean_sen_len,26,0.03249516066352689
14,i,26,0.03325141499517021
10,which,21,0.032694525738270815
15,VBD,1,0.029137354141213115
16,not,1,0.027941407758792967
