,Key,Count,Mean Score
0,PRP,100,0.07719268897860206
1,sentiment,100,0.059497457241074185
2,of,100,0.06639412145582956
3,VB,100,0.05283663367506514
4,NN,100,0.05281232035194575
8,IN,96,0.03890659329382958
6,DT,95,0.0384711005041271
7,have,62,0.03579105194929289
5,to,56,0.03583614479749655
9,NNS,46,0.034425320737168905
13,the,46,0.03341778184379484
11,mean_sen_len,31,0.030974795271483054
14,RB,28,0.03322661878753555
12,i,23,0.03166578190941984
10,which,16,0.032380054547358476
15,a,1,0.026282313212198503
