,Key,Count,Mean Score
0,TTR,100,0.13950234297642408
1,and,100,0.057096378969492975
2,the,100,0.04831154287236492
3,a,100,0.036427576322756616
4,DT,100,0.031589668549703236
5,IN,100,0.026136458387220382
6,mean_sen_len,100,0.024779896219722028
11,or,66,0.018208909411571265
10,i,63,0.01715530952121249
9,to,61,0.017503545554376772
7,RB,60,0.017450873649792576
13,was,17,0.016357422067783366
12,VBG,13,0.01612532719169868
8,NN,6,0.01567822338904565
16,PRP,4,0.017244681117844208
15,on,3,0.014685836709583408
14,you,2,0.01592158820837521
17,PRP$,2,0.01603991340748006
18,lex_density,1,0.014767093507764149
19,it,1,0.013573557232337602
20,that,1,0.017436184646877774
