,Key,Count,Mean Score
0,TTR,300,0.1456475014024414
1,mean_sen_len,300,0.03664225175276728
3,NN,300,0.026306875358820786
4,sentiment,300,0.02681308382598378
2,DT,296,0.025087828632360133
5,lex_density,293,0.02460526680747481
6,IN,290,0.024832445976888474
10,JJ,207,0.023619923430401302
7,NNS,181,0.023079745673803227
9,the,179,0.023187212055082552
15,a,142,0.023790539019439727
12,and,111,0.023679727983888958
13,to,44,0.023574159385326497
8,VB,30,0.02231524820948431
14,VBZ,8,0.02342827618859148
17,VBP,7,0.023105424372769252
16,RB,7,0.02304418020028521
11,PRP,4,0.022320539680058555
18,VBG,1,0.022630016853711316
