,Key,Count,Mean Score
0,TTR,300,0.11391732180992903
3,but,300,0.049384427352100975
1,with,298,0.05367683422647036
6,this,296,0.0473822995368598
2,on,288,0.046158753350184586
8,for,276,0.035721714452648684
4,that,238,0.032145679123450725
7,what,193,0.033451059446595675
5,have,181,0.03698857639648139
15,not,139,0.03449953657131106
11,JJR,89,0.0319174024694302
13,as,72,0.02951396187550659
17,from,70,0.030378593600874127
9,it,52,0.029271301378674248
18,so,39,0.030965156916408432
10,be,36,0.03010921103332911
12,in,30,0.02860596438681245
16,do,29,0.028752751035768756
20,now,24,0.029663638379192597
19,one,15,0.028282115108952257
14,all,14,0.02765134408530234
22,up,13,0.027925533622569963
21,out,5,0.027775608345339424
23,just,1,0.02631104230905228
24,at,1,0.02774716965271151
25,VBZ,1,0.02683150680405343
