,Key,Count,Mean Score
0,sentiment,100,0.15622646681867203
1,PRP$,100,0.04468157744103335
2,TTR,100,0.04815335324708184
3,RB,100,0.04114887001317029
4,our,100,0.033019792524399565
7,and,94,0.027719994489600743
5,we,93,0.026508209224077307
10,NNS,83,0.025736940355142995
8,this,74,0.0247148299923882
6,VBG,53,0.02434763224132273
12,that,42,0.02324057024586726
11,VBN,29,0.02316715968380527
15,VBZ,15,0.021537607005445485
9,VBP,6,0.02011716142936807
14,is,5,0.02304133728305644
13,are,4,0.02178505891344029
16,PRP,1,0.02133970375915914
17,into,1,0.022667573785052422
