,Key,Count,Mean Score
0,TTR,100,0.20372882391693928
1,the,100,0.09491206109244364
2,DT,100,0.06754386782198304
3,a,100,0.04484897185680684
4,mean_sen_len,100,0.03785053023367499
5,and,100,0.031026154301197525
6,RB,100,0.02561237020654187
7,in,100,0.023985879170047585
8,VBG,97,0.018705746683759347
9,said,68,0.016593175330179392
12,or,13,0.016159064714045487
14,lex_density,5,0.014908250084505864
16,is,4,0.014568842800012558
10,an,3,0.0148820871445762
17,of,3,0.014711001793987778
15,IN,3,0.014330864050085957
11,was,1,0.018363912873701375
13,before,1,0.013925829472337772
18,to,1,0.015338297972974022
19,after,1,0.015083932380385634
